amenities,price,minimum_nights,vacation_type
"[""long term stays allowed"", ""washer"", ""tv"", ""kitchen"", ""air conditioning"", ""exercise equipment"", ""wifi""]","$1,050.00",4,short vacation
"[""cleaning products"", ""pets allowed"", ""hot water"", ""hangers"", ""single level home"", ""long term stays allowed"", ""elevator"", ""laundromat nearby"", ""dishes and silverware"", ""kitchen"", ""air conditioning"", ""private patio or balcony"", ""clothing storage: closet and dresser"", ""shower gel""]",$500.00,28,short accomodation
"[""fire extinguisher"", ""lock on bedroom door"", ""hangers"", ""security cameras on property"", ""smoke alarm"", ""self check-in"", ""long term stays allowed"", ""essentials"", ""keypad"", ""washer"", ""shampoo"", ""dryer"", ""hair dryer"", ""air conditioning"", ""iron"", ""wifi""]",$692.00,1,short vacation
"[""long term stays allowed"", ""elevator"", ""shampoo"", ""body soap"", ""luggage dropoff allowed"", ""rice maker"", ""hair dryer"", ""bed linens"", ""miele induction stove"", ""sea view"", ""refrigerator"", ""dishes and silverware"", ""kitchen"", ""microwave"", ""iron"", ""private patio or balcony"", ""cooking basics"", ""shower gel"", ""coffee maker: nespresso"", ""smoking allowed"", ""hot water kettle"", ""outdoor furniture"", ""hot water"", ""freezer"", ""essentials"", ""washer"", ""tv"", ""laundromat nearby"", ""air conditioning"", ""harbor view"", ""dedicated workspace"", ""wifi"", ""wine glasses"", ""cleaning products"", ""pets allowed"", ""private entrance"", ""hangers"", ""conditioner"", ""portable heater"", ""oven"", ""dining table"", ""outdoor dining area"", ""drying rack for clothing"", ""extra pillows and blankets"", ""clothing storage: closet""]","$1,208.00",5,short vacation
"[""clothing storage"", ""carbon monoxide alarm"", ""long term stays allowed"", ""elevator"", ""shampoo"", ""body soap"", ""luggage dropoff allowed"", ""hair dryer"", ""gym"", ""room-darkening shades"", ""refrigerator"", ""exercise equipment"", ""iron"", ""crib"", ""shower gel"", ""coffee maker: nespresso"", ""hot water kettle"", ""hot water"", ""paid parking off premises"", ""essentials"", ""tv"", ""air conditioning"", ""dedicated workspace"", ""wifi"", ""hangers"", ""conditioner"", ""smoke alarm"", ""dining table"", ""bluetooth sound system"", ""extra pillows and blankets""]","$1,229.00",30,short accomodation
"[""induction stove"", ""long term stays allowed"", ""elevator"", ""shampoo"", ""body soap"", ""hair dryer"", ""bed linens"", ""refrigerator"", ""exercise equipment: yoga mat"", ""dishes and silverware"", ""kitchen"", ""microwave"", ""iron"", ""cooking basics"", ""shower gel"", ""hot water kettle"", ""books and reading material"", ""hot water"", ""essentials"", ""washer"", ""air conditioning"", ""harbor view"", ""dedicated workspace"", ""wifi"", ""cleaning products"", ""hangers"", ""portable heater"", ""smoke alarm"", ""49\"" hdtv with netflix"", ""drying rack for clothing"", ""outdoor dining area"", ""extra pillows and blankets"", ""clothing storage: closet""]",$540.00,19,short accomodation
"[""clothing storage"", ""carbon monoxide alarm"", ""long term stays allowed"", ""elevator"", ""shampoo"", ""body soap"", ""luggage dropoff allowed"", ""hair dryer"", ""room-darkening shades"", ""refrigerator"", ""exercise equipment"", ""sound system"", ""iron"", ""crib"", ""shower gel"", ""coffee maker: nespresso"", ""hot water kettle"", ""hot water"", ""paid parking off premises"", ""essentials"", ""tv"", ""air conditioning"", ""dedicated workspace"", ""wifi"", ""shared gym in building"", ""bathtub"", ""hangers"", ""conditioner"", ""smoke alarm"", ""dining table"", ""extra pillows and blankets""]","$1,480.00",30,short accomodation
"[""pets allowed"", ""lock on bedroom door"", ""security cameras on property"", ""first aid kit"", ""long term stays allowed"", ""tv"", ""hair dryer"", ""air conditioning"", ""dedicated workspace"", ""wifi"", ""heating""]",$756.00,1,short vacation
"[""self check-in"", ""long term stays allowed"", ""shampoo"", ""body soap"", ""lockbox"", ""bed linens"", ""refrigerator"", ""lock on bedroom door"", ""dishes and silverware"", ""kitchen"", ""window guards"", ""cooking basics"", ""shower gel"", ""free washer \u2013 in unit"", ""hot water"", ""essentials"", ""air conditioning"", ""dedicated workspace"", ""wifi"", ""clothing storage: closet"", ""bbq grill"", ""fire extinguisher""]",$290.00,1,short vacation
"[""pets allowed"", ""lock on bedroom door"", ""security cameras on property"", ""first aid kit"", ""long term stays allowed"", ""tv"", ""hair dryer"", ""air conditioning"", ""dedicated workspace"", ""wifi"", ""heating""]",$756.00,1,short vacation
"[""pets allowed"", ""hot water"", ""security cameras on property"", ""first aid kit"", ""long term stays allowed"", ""elevator"", ""tv"", ""cleaning available during stay"", ""hair dryer"", ""air conditioning"", ""dedicated workspace"", ""wifi"", ""heating""]",$677.00,1,short vacation
"[""pets allowed"", ""hot water"", ""lock on bedroom door"", ""security cameras on property"", ""first aid kit"", ""long term stays allowed"", ""elevator"", ""tv"", ""cleaning available during stay"", ""hair dryer"", ""air conditioning"", ""dedicated workspace"", ""wifi"", ""heating""]",$677.00,1,short vacation
"[""pets allowed"", ""hot water"", ""lock on bedroom door"", ""security cameras on property"", ""first aid kit"", ""long term stays allowed"", ""elevator"", ""tv"", ""cleaning available during stay"", ""hair dryer"", ""air conditioning"", ""dedicated workspace"", ""wifi"", ""heating""]",$677.00,1,short vacation
"[""air conditioning"", ""mountain view"", ""washer"", ""tv"", ""kitchen"", ""harbor view"", ""dedicated workspace"", ""exercise equipment"", ""wifi"", ""city skyline view""]","$1,129.00",4,short vacation
"[""kitchen"", ""lock on bedroom door"", ""smoke alarm"", ""first aid kit"", ""carbon monoxide alarm"", ""long term stays allowed"", ""tv"", ""fire extinguisher"", ""air conditioning"", ""dedicated workspace"", ""wifi""]","$1,008.00",1,short vacation
"[""kitchen"", ""lock on bedroom door"", ""smoke alarm"", ""first aid kit"", ""carbon monoxide alarm"", ""outdoor dining area"", ""pool"", ""long term stays allowed"", ""tv"", ""fire extinguisher"", ""air conditioning"", ""dedicated workspace"", ""exercise equipment"", ""wifi""]",$809.00,1,short vacation
"[""kitchen"", ""lock on bedroom door"", ""self check-in"", ""long term stays allowed"", ""essentials"", ""washer"", ""bbq grill"", ""fire extinguisher"", ""air conditioning"", ""dedicated workspace"", ""lockbox"", ""wifi"", ""cooking basics""]",$250.00,1,short vacation
"[""kitchen"", ""self check-in"", ""long term stays allowed"", ""essentials"", ""outdoor dining area"", ""washer"", ""bbq grill"", ""fire extinguisher"", ""air conditioning"", ""dedicated workspace"", ""lockbox"", ""wifi"", ""cooking basics""]",$671.00,1,short vacation
"[""free washer \u2013 in unit"", ""electric stove"", ""patio or balcony"", ""refrigerator"", ""lock on bedroom door"", ""dining table"", ""free dryer \u2013 in building"", ""smoke alarm"", ""freezer"", ""long term stays allowed"", ""essentials"", ""drying rack for clothing"", ""central air conditioning"", ""dishes and silverware"", ""kitchen"", ""dedicated workspace"", ""wifi"", ""cooking basics"", ""clothing storage: wardrobe""]",$330.00,90,long accomodation
"[""long term stays allowed""]",$486.00,1,short vacation
"[""self check-in"", ""long term stays allowed"", ""elevator"", ""shampoo"", ""hair dryer"", ""washer \u2013\u00a0in unit"", ""lockbox"", ""bed linens"", ""refrigerator"", ""kitchen"", ""microwave"", ""iron"", ""smoking allowed"", ""hot water"", ""essentials"", ""tv"", ""air conditioning"", ""wifi"", ""pets allowed"", ""private entrance"", ""hangers""]","$1,303.00",30,short accomodation
"[""long term stays allowed""]",$250.00,1,short vacation
"[""outdoor furniture"", ""hot water"", ""fire extinguisher"", ""beach view"", ""conditioner"", ""smoke alarm"", ""ac - split type ductless system"", ""shampoo"", ""tv"", ""private patio or balcony"", ""bbq grill"", ""hair dryer"", ""host greets you"", ""wifi"", ""shower gel""]","$2,036.00",1,short vacation
"[""breakfast"", ""central heating"", ""elevator"", ""shampoo"", ""rice maker"", ""pocket wifi"", ""room-darkening shades"", ""refrigerator"", ""toaster"", ""dishes and silverware"", ""kitchen"", ""coffee"", ""microwave"", ""exercise equipment"", ""host greets you"", ""heating - split type ductless system"", ""iron"", ""cooking basics"", ""shower gel"", ""electric stove"", ""hot water kettle"", ""hot water"", ""coffee maker: espresso machine"", ""freezer"", ""essentials"", ""washer"", ""tv"", ""pool"", ""air conditioning"", ""wifi"", ""wine glasses"", ""shared gym in building"", ""hangers"", ""conditioner"", ""smoke alarm"", ""oven"", ""record player"", ""dining table"", ""outdoor dining area""]",$520.00,1,short vacation
"[""children\u2019s books and toys"", ""outdoor shower"", ""self check-in"", ""ceiling fan"", ""clothing storage"", ""long term stays allowed"", ""children\u2019s dinnerware"", ""ac - split type ductless system"", ""elevator"", ""shampoo"", ""rice maker"", ""hair dryer"", ""room-darkening shades"", ""bed linens"", ""high chair"", ""40\"" hdtv with standard cable, netflix"", ""fast wifi \u2013 219 mbps"", ""refrigerator"", ""toaster"", ""baby bath"", ""pack \u2019n play/travel crib"", ""coffee maker"", ""dishes and silverware"", ""kitchen"", ""smart lock"", ""microwave"", ""outlet covers"", ""sound system"", ""iron"", ""crib"", ""shower gel"", ""free washer \u2013 in unit"", ""heating"", ""cooking basics"", ""hot water kettle"", ""hot water"", ""paid parking off premises"", ""single level home"", ""freezer"", ""essentials"", ""portable fans"", ""wine glasses"", ""cleaning products"", ""pets allowed"", ""private entrance"", ""ethernet connection"", ""hangers"", ""conditioner"", ""oven"", ""dining table"", ""drying rack for clothing"", ""extra pillows and blankets"", ""\u5176\u4ed6 induction stove"", ""fire extinguisher""]","$1,200.00",30,short accomodation
"[""lock on bedroom door"", ""washer"", ""tv"", ""kitchen"", ""air conditioning"", ""dedicated workspace"", ""wifi""]",$300.00,3,short vacation
"[""patio or balcony"", ""kitchen"", ""refrigerator"", ""long term stays allowed"", ""central air conditioning"", ""outdoor dining area"", ""coffee maker"", ""washer"", ""bbq grill"", ""fire extinguisher"", ""wifi"", ""city skyline view""]",$995.00,2,short vacation
"[""kitchen"", ""first aid kit"", ""long term stays allowed"", ""washer"", ""tv"", ""fire extinguisher"", ""air conditioning"", ""dedicated workspace""]",$140.00,7,short vacation
"[""self check-in"", ""ceiling fan"", ""radiant heating"", ""first aid kit"", ""children\u2019s dinnerware"", ""long term stays allowed"", ""safe"", ""elevator"", ""shampoo"", ""luggage dropoff allowed"", ""rice maker"", ""hair dryer"", ""room-darkening shades"", ""lockbox"", ""bed linens"", ""coffee maker: drip coffee maker, espresso machine"", ""pool table"", ""refrigerator"", ""toaster"", ""exercise equipment: yoga mat"", ""blender"", ""dishes and silverware"", ""children\u2019s books and toys for ages 5-10 years old"", ""kitchen"", ""coffee"", ""dove body soap"", ""window guards"", ""board games"", ""iron"", ""heating - split type ductless system"", ""cooking basics"", ""shower gel"", ""bread maker"", ""dishwasher"", ""public or shared beach access"", ""hot water kettle"", ""books and reading material"", ""hot water"", ""waterfront"", ""single level home"", ""barbecue utensils"", ""freezer"", ""bikes"", ""essentials"", ""washer"", ""tv"", ""free resort access"", ""pool"", ""air conditioning"", ""dedicated workspace"", ""wifi"", ""wine glasses"", ""clothing storage: wardrobe"", ""cleaning products"", ""lake access"", ""private entrance"", ""piano"", ""bathtub"", ""hangers"", ""conditioner"", ""dining table"", ""drying rack for clothing"", ""bluetooth sound system"", ""extra pillows and blankets"", ""shared sauna"", ""stainless steel oven"", ""baking sheet"", ""shared backyard \u2013 not fully fenced"", ""private hot tub"", ""stove""]","$2,200.00",3,short vacation
"[""kitchen"", ""hot water"", ""long term stays allowed"", ""essentials"", ""washer"", ""shampoo"", ""body soap"", ""tv"", ""dishes and silverware"", ""bbq grill"", ""hair dryer"", ""air conditioning"", ""wifi""]",$450.00,1,short vacation
"[""hot water"", ""self check-in"", ""hangers"", ""security cameras on property"", ""smoke alarm"", ""first aid kit"", ""long term stays allowed"", ""essentials"", ""smart lock"", ""shampoo"", ""hair dryer"", ""air conditioning"", ""dedicated workspace"", ""wifi""]",$498.00,1,short vacation
"[""long term stays allowed"", ""elevator"", ""shampoo"", ""body soap"", ""rice maker"", ""hair dryer"", ""room-darkening shades"", ""bed linens"", ""refrigerator"", ""gas stove"", ""dishes and silverware"", ""kitchen"", ""microwave"", ""window guards"", ""cooking basics"", ""shower gel"", ""free washer \u2013 in unit"", ""hot water kettle"", ""hot water"", ""single level home"", ""freezer"", ""essentials"", ""air conditioning"", ""dedicated workspace"", ""wifi"", ""city skyline view"", ""cleaning products"", ""pets allowed"", ""hangers"", ""dining table"", ""portable heater"", ""smoke alarm"", ""drying rack for clothing"", ""extra pillows and blankets"", ""clothing storage: closet""]",$850.00,7,short vacation
"[""bay view"", ""long term stays allowed"", ""washer"", ""hdtv with netflix"", ""kitchen"", ""air conditioning"", ""wifi"", ""city skyline view""]","$1,500.00",4,short vacation
"[""kitchen"", ""lock on bedroom door"", ""self check-in"", ""window ac unit"", ""long term stays allowed"", ""essentials"", ""washer"", ""bbq grill"", ""fire extinguisher"", ""dedicated workspace"", ""lockbox"", ""wifi"", ""cooking basics""]",$342.00,1,short vacation
"[""security cameras on property"", ""long term stays allowed"", ""washer"", ""tv"", ""kitchen"", ""air conditioning"", ""dedicated workspace"", ""wifi""]",$590.00,28,short accomodation
"[""pets allowed"", ""self check-in"", ""long term stays allowed"", ""washer"", ""kitchen"", ""air conditioning"", ""lockbox"", ""iron"", ""smoking allowed""]",$671.00,2,short vacation
"[""paid parking on premises"", ""outdoor shower"", ""self check-in"", ""garden view"", ""carbon monoxide alarm"", ""long term stays allowed"", ""shampoo"", ""lock on bedroom door"", ""kitchen"", ""smart lock"", ""exercise equipment"", ""hot water"", ""washer"", ""pool"", ""air conditioning"", ""hot tub"", ""dedicated workspace"", ""wifi"", ""pets allowed"", ""patio or balcony"", ""hangers"", ""smoke alarm"", ""courtyard view"", ""outdoor dining area"", ""bbq grill""]",$524.00,3,short vacation
"[""long term stays allowed"", ""safe"", ""elevator"", ""shampoo"", ""body soap"", ""luggage dropoff allowed"", ""hair dryer"", ""bed linens"", ""dishes and silverware"", ""dryer"", ""kitchen"", ""microwave"", ""iron"", ""shower gel"", ""mini fridge"", ""dishwasher"", ""hot water kettle"", ""hot water"", ""window ac unit"", ""freezer"", ""essentials"", ""dedicated workspace"", ""wifi"", ""wine glasses"", ""cleaning products"", ""hangers"", ""conditioner""]",$427.00,4,short vacation
"[""long term stays allowed"", ""pool""]",$479.00,1,short vacation
"[""long term stays allowed"", ""washer"", ""tv"", ""kitchen"", ""air conditioning"", ""wifi""]",$700.00,1,short vacation
"[""self check-in"", ""first aid kit"", ""long term stays allowed"", ""children\u2019s dinnerware"", ""elevator"", ""changing table"", ""room-darkening shades"", ""bed linens"", ""building staff"", ""refrigerator"", ""toaster"", ""baby bath"", ""gas stove"", ""blender"", ""dishes and silverware"", ""pool view"", ""kitchen"", ""board games"", ""exercise equipment"", ""microwave"", ""iron"", ""heating - split type ductless system"", ""cooking basics"", ""private patio or balcony"", ""crib - available upon request"", ""private hot tub - available all year"", ""hot water kettle"", ""hot water"", ""babysitter recommendations"", ""shared outdoor pool - available seasonally, open specific hours, heated"", ""barbecue utensils"", ""freezer"", ""essentials"", ""washer"", ""tv"", ""children\u2019s books and toys for ages 0-2 years old and 5-10 years old"", ""air conditioning"", ""dedicated workspace"", ""free dryer \u2013 in unit"", ""wifi"", ""city skyline view"", ""wine glasses"", ""cleaning products"", ""bathtub"", ""dining table"", ""oven"", ""outdoor dining area"", ""drying rack for clothing"", ""beach access"", ""ocean view"", ""baking sheet"", ""fire extinguisher"", ""bbq grill"", ""clothing storage: dresser and closet"", ""shared sauna""]","$3,000.00",3,short vacation
"[""first aid kit"", ""long term stays allowed"", ""elevator"", ""shampoo"", ""body soap"", ""luggage dropoff allowed"", ""rice maker"", ""hair dryer"", ""room-darkening shades"", ""bed linens"", ""dishes and silverware"", ""kitchen"", ""microwave"", ""iron"", ""cooking basics"", ""shower gel"", ""mini fridge"", ""electric stove"", ""hot water kettle"", ""hot water"", ""security cameras on property"", ""essentials"", ""tv"", ""cleaning available during stay"", ""air conditioning"", ""dedicated workspace"", ""wifi"", ""bidet"", ""cleaning products"", ""hangers"", ""portable heater"", ""fire extinguisher"", ""clothing storage: dresser and closet""]",$380.00,3,short vacation
"[""long term stays allowed""]","$9,800.00",1,short vacation
"[""pets allowed"", ""long term stays allowed"", ""washer"", ""tv"", ""kitchen"", ""air conditioning"", ""dedicated workspace"", ""wifi""]",$649.00,7,short vacation
"[""long term stays allowed"", ""shampoo"", ""body soap"", ""rice maker"", ""hair dryer"", ""refrigerator"", ""dishes and silverware"", ""kitchen"", ""cooking basics"", ""shower gel"", ""security cameras on property"", ""essentials"", ""washer"", ""tv"", ""air conditioning"", ""dedicated workspace"", ""wifi"", ""cleaning products"", ""pets allowed"", ""hangers"", ""smoke alarm"", ""drying rack for clothing"", ""clothing storage: closet""]",$447.00,1,short vacation
"[""hot tub"", ""first aid kit"", ""long term stays allowed"", ""outdoor dining area"", ""free parking on premises"", ""washer"", ""tv"", ""bbq grill"", ""kitchen"", ""air conditioning"", ""dedicated workspace"", ""exercise equipment"", ""wifi""]","$1,864.00",1,short vacation
"[""pets allowed"", ""smoke alarm"", ""long term stays allowed"", ""washer"", ""tv"", ""kitchen"", ""air conditioning"", ""exercise equipment"", ""wifi""]","$1,000.00",4,short vacation
"[""clothing storage"", ""shampoo"", ""body soap"", ""room-darkening shades"", ""bed linens"", ""refrigerator"", ""gas stove"", ""dishes and silverware"", ""kitchen"", ""host greets you"", ""microwave"", ""exercise equipment"", ""iron"", ""cooking basics"", ""shower gel"", ""hot water kettle"", ""hot water"", ""essentials"", ""washer"", ""tv"", ""laundromat nearby"", ""air conditioning"", ""harbor view"", ""dedicated workspace"", ""wifi"", ""city skyline view"", ""cleaning products"", ""bathtub"", ""hangers"", ""dining table"", ""smoke alarm"", ""drying rack for clothing"", ""extra pillows and blankets"", ""stainless steel oven""]","$1,318.00",2,short vacation
"[""hdtv with apple tv, netflix"", ""shared pool"", ""pets allowed"", ""smoking allowed"", ""building staff"", ""outdoor furniture"", ""self check-in"", ""fast wifi \u2013 399 mbps"", ""long term stays allowed"", ""outdoor dining area"", ""ac - split type ductless system"", ""washer"", ""dishes and silverware"", ""kitchen"", ""dedicated workspace"", ""exercise equipment"", ""private patio or balcony"", ""city skyline view""]",$900.00,1,short vacation
"[""long term stays allowed"", ""tv"", ""kitchen"", ""air conditioning"", ""wifi""]",$500.00,1,short vacation
"[""air conditioning"", ""wifi"", ""long term stays allowed""]",$388.00,1,short vacation
"[""garden view"", ""long term stays allowed"", ""elevator"", ""body soap"", ""shampoo"", ""rice maker"", ""bed linens"", ""refrigerator"", ""toaster"", ""mountain view"", ""game console: ps4"", ""dishes and silverware"", ""kitchen"", ""microwave"", ""iron"", ""cooking basics"", ""shower gel"", ""freezer"", ""essentials"", ""washer"", ""tv"", ""air conditioning"", ""dedicated workspace"", ""wifi"", ""shared gym in building"", ""bidet"", ""cleaning products"", ""dining table"", ""fire extinguisher"", ""stove""]",$600.00,7,short vacation
"[""self check-in"", ""long term stays allowed"", ""elevator"", ""shampoo"", ""hair dryer"", ""gym"", ""washer \u2013\u00a0in unit"", ""lockbox"", ""bed linens"", ""refrigerator"", ""kitchen"", ""microwave"", ""iron"", ""smoking allowed"", ""hot water"", ""essentials"", ""tv"", ""dryer \u2013\u00a0in unit"", ""pool"", ""air conditioning"", ""wifi"", ""pets allowed"", ""patio or balcony"", ""private entrance"", ""bathtub"", ""hangers"", ""oven""]","$1,499.00",30,short accomodation
"[""self check-in"", ""long term stays allowed"", ""elevator"", ""shampoo"", ""hair dryer"", ""gym"", ""lockbox"", ""bed linens"", ""refrigerator"", ""kitchen"", ""microwave"", ""iron"", ""hot water"", ""essentials"", ""tv"", ""pool"", ""air conditioning"", ""wifi"", ""pets allowed"", ""patio or balcony"", ""private entrance"", ""bathtub"", ""hangers"", ""oven""]","$1,902.00",30,short accomodation
"[""long term stays allowed"", ""washer"", ""tv"", ""kitchen"", ""air conditioning"", ""wifi""]","$3,000.00",1,short vacation
"[""long term stays allowed"", ""washer"", ""tv"", ""kitchen"", ""air conditioning"", ""wifi""]",$450.00,13,long vacation
"[""long term stays allowed"", ""washer"", ""tv"", ""kitchen"", ""air conditioning"", ""wifi""]",$500.00,2,short vacation
"[""self check-in"", ""long term stays allowed"", ""elevator"", ""shampoo"", ""hair dryer"", ""washer \u2013\u00a0in unit"", ""lockbox"", ""bed linens"", ""refrigerator"", ""kitchen"", ""microwave"", ""iron"", ""smoking allowed"", ""hot water"", ""essentials"", ""tv"", ""air conditioning"", ""wifi"", ""pets allowed"", ""patio or balcony"", ""private entrance"", ""hangers""]","$1,755.00",30,short accomodation
"[""pool table"", ""lock on bedroom door"", ""security cameras on property"", ""smoke alarm"", ""long term stays allowed"", ""pool"", ""washer"", ""kitchen"", ""air conditioning"", ""exercise equipment"", ""wifi""]",$386.00,1,short vacation
"[""43\"" hdtv with netflix, amazon prime video, chromecast"", ""refrigerator"", ""lock on bedroom door"", ""mountain view"", ""first aid kit"", ""long term stays allowed"", ""coffee maker"", ""washer"", ""kitchen"", ""air conditioning"", ""dedicated workspace"", ""wifi""]",$400.00,1,short vacation
"[""self check-in"", ""shampoo"", ""body soap"", ""rice maker"", ""hair dryer"", ""bed linens"", ""refrigerator"", ""toaster"", ""gas stove"", ""mountain view"", ""coffee maker"", ""dryer"", ""kitchen"", ""smart lock"", ""microwave"", ""bread maker"", ""cooking basics"", ""heating"", ""free washer \u2013 in unit"", ""shower gel"", ""hot water kettle"", ""hot water"", ""window ac unit"", ""freezer"", ""essentials"", ""wifi"", ""cleaning products"", ""50\"" tv"", ""bathtub"", ""hangers"", ""conditioner"", ""dining table"", ""clothing storage: closet""]",$795.00,2,short vacation
"[""induction stove"", ""paid resort access"", ""garden view"", ""clothing storage: closet and wardrobe"", ""long term stays allowed"", ""elevator"", ""body soap"", ""bed linens"", ""refrigerator"", ""toaster"", ""coffee maker"", ""dishes and silverware"", ""kitchen"", ""coffee"", ""public or shared beach access"", ""sound system"", ""iron"", ""cooking basics"", ""fast wifi \u2013 316 mbps"", ""free washer \u2013 in unit"", ""shower gel"", ""hot water kettle"", ""books and reading material"", ""hot water"", ""babysitter recommendations"", ""shared gym nearby"", ""single level home"", ""freezer"", ""essentials"", ""laundromat nearby"", ""tv"", ""air conditioning"", ""dedicated workspace"", ""portable fans"", ""wine glasses"", ""cleaning products"", ""ethernet connection"", ""hangers"", ""dining table"", ""smoke alarm"", ""oven"", ""drying rack for clothing"", ""baking sheet"", ""shared backyard \u2013 not fully fenced""]","$1,200.00",2,short vacation
"[""pets allowed"", ""long term stays allowed"", ""outdoor dining area"", ""pool"", ""washer"", ""tv"", ""kitchen"", ""air conditioning"", ""exercise equipment"", ""wifi""]",$988.00,7,short vacation
"[""long term stays allowed"", ""coffee maker"", ""washer"", ""tv"", ""kitchen"", ""air conditioning"", ""dedicated workspace"", ""wifi""]",$890.00,2,short vacation
"[""children\u2019s books and toys"", ""self check-in"", ""central heating"", ""clothing storage"", ""long term stays allowed"", ""ping pong table"", ""shampoo"", ""luggage dropoff allowed"", ""rice maker"", ""hair dryer"", ""lockbox"", ""bed linens"", ""fast wifi \u2013 116 mbps"", ""refrigerator"", ""toaster"", ""mountain view"", ""blender"", ""dr bronner's pure-castile soap body soap"", ""coffee maker"", ""dishes and silverware"", ""paid parking lot off premises"", ""kitchen"", ""coffee"", ""microwave"", ""exercise equipment"", ""iron"", ""private patio or balcony"", ""cooking basics"", ""shower gel"", ""free washer \u2013 in unit"", ""smoking allowed"", ""beach essentials"", ""hot water kettle"", ""books and reading material"", ""hot water"", ""babysitter recommendations"", ""outdoor furniture"", ""barbecue utensils"", ""freezer"", ""bikes"", ""sun loungers"", ""essentials"", ""central air conditioning"", ""cleaning available during stay"", ""dedicated workspace"", ""free dryer \u2013 in unit"", ""portable fans"", ""wine glasses"", ""cleaning products"", ""pets allowed"", ""private entrance"", ""bathtub"", ""beach view"", ""conditioner"", ""hangers"", ""portable heater"", ""dining table"", ""outdoor dining area"", ""drying rack for clothing"", ""extra pillows and blankets"", ""beach access"", ""stainless steel oven"", ""baking sheet"", ""bbq grill"", ""sonos bluetooth sound system"", ""stove""]","$2,200.00",2,short vacation
"[""pets allowed"", ""hdtv with chromecast"", ""self check-in"", ""long term stays allowed"", ""free parking on premises"", ""ac - split type ductless system"", ""hair dryer"", ""dedicated workspace"", ""lockbox""]","$1,258.00",1,short vacation
"[""air conditioning"", ""patio or balcony"", ""refrigerator"", ""mountain view"", ""smoke alarm"", ""long term stays allowed"", ""coffee maker"", ""washer"", ""tv"", ""dryer \u2013\u00a0in unit"", ""kitchen"", ""harbor view"", ""dedicated workspace"", ""exercise equipment"", ""wifi"", ""city skyline view"", ""gym in building""]",$629.00,14,long vacation
"[""smoke alarm"", ""long term stays allowed"", ""outdoor dining area"", ""washer"", ""tv"", ""kitchen"", ""air conditioning"", ""dedicated workspace"", ""exercise equipment"", ""wifi""]",$900.00,1,short vacation
"[""pets allowed"", ""beach view"", ""first aid kit"", ""long term stays allowed"", ""washer"", ""tv"", ""beach access"", ""bbq grill"", ""kitchen"", ""air conditioning"", ""wifi""]","$1,257.00",3,short vacation
"[""kitchen"", ""security cameras on property"", ""long term stays allowed"", ""tv"", ""fire extinguisher"", ""air conditioning"", ""wifi""]",$400.00,1,short vacation
"[""long term stays allowed"", ""ac - split type ductless system"", ""elevator"", ""shampoo"", ""body soap"", ""hair dryer"", ""bed linens"", ""refrigerator"", ""dishes and silverware"", ""microwave"", ""iron"", ""shower gel"", ""mini fridge"", ""hot water kettle"", ""hot water"", ""essentials"", ""laundromat nearby"", ""tv"", ""dedicated workspace"", ""wifi"", ""cleaning products"", ""hangers"", ""extra pillows and blankets"", ""clothing storage: closet"", ""stainless steel oven"", ""fire extinguisher""]",$414.00,1,short vacation
"[""long term stays allowed"", ""washer"", ""tv"", ""kitchen"", ""air conditioning"", ""dedicated workspace"", ""wifi""]",$299.00,1,short vacation
"[""park view"", ""long term stays allowed"", ""ac - split type ductless system"", ""washer"", ""hdtv with netflix"", ""dryer"", ""kitchen"", ""free parking on premises"", ""wifi""]","$2,000.00",4,short vacation
"[""paid parking on premises"", ""exercise equipment: free weights, yoga mat"", ""long term stays allowed"", ""elevator"", ""shampoo"", ""body soap"", ""luggage dropoff allowed"", ""hair dryer"", ""room-darkening shades"", ""bed linens"", ""refrigerator"", ""toaster"", ""gas stove"", ""dishes and silverware"", ""kitchen"", ""coffee"", ""microwave"", ""iron"", ""cooking basics"", ""shower gel"", ""coffee maker: nespresso"", ""hot water kettle"", ""books and reading material"", ""hot water"", ""single level home"", ""freezer"", ""essentials"", ""washer"", ""tv"", ""laundromat nearby"", ""paid street parking off premises"", ""air conditioning"", ""dedicated workspace"", ""portable fans"", ""wifi"", ""city skyline view"", ""mosquito net"", ""cleaning products"", ""hangers"", ""conditioner"", ""portable heater"", ""drying rack for clothing""]",$384.00,1,short vacation
"[""first aid kit"", ""long term stays allowed"", ""elevator"", ""shampoo"", ""body soap"", ""luggage dropoff allowed"", ""rice maker"", ""hair dryer"", ""pocket wifi"", ""room-darkening shades"", ""bed linens"", ""refrigerator"", ""toaster"", ""blender"", ""dishes and silverware"", ""kitchen"", ""window guards"", ""cooking basics"", ""shower gel"", ""hot water kettle"", ""books and reading material"", ""hot water"", ""single level home"", ""freezer"", ""essentials"", ""washer"", ""tv"", ""laundromat nearby"", ""air conditioning"", ""dedicated workspace"", ""portable fans"", ""wifi"", ""wine glasses"", ""mosquito net"", ""cleaning products"", ""private entrance"", ""piano"", ""ethernet connection"", ""hangers"", ""conditioner"", ""dining table"", ""drying rack for clothing"", ""extra pillows and blankets"", ""clothing storage: closet"", ""stainless steel oven"", ""stove""]",$560.00,28,short accomodation
