,Rt,Bt,bedrooms,price
1846,Private room,2,1,180.0
1847,Entire home/apt,1,2,549.0
1848,Private room,1,1,180.0
1849,Private room,1,1,180.0
1850,Private room,1,1,120.0
1851,Private room,1,1,190.0
1852,Shared room,1,1,180.0
1853,Private room,2,1,150.0
1854,Private room,2,1,180.0
1855,Private room,2,1,180.0
1856,Private room,2,1,180.0
1857,Private room,1,1,150.0
1858,Private room,1,1,180.0
1859,Private room,1,1,893.0
1860,Private room,1,1,180.0
1861,Private room,2,1,180.0
1862,Private room,1,2,700.0
1863,Private room,1,1,180.0
1864,Private room,1,1,235.0
1865,Private room,1,1,180.0
1866,Private room,1,1,180.0
1867,Private room,1,1,180.0
1868,Private room,1,1,206.0
1869,Private room,1,1,150.0
1870,Private room,1,1,180.0
1871,Private room,1,1,180.0
1872,Private room,1,1,180.0
1873,Private room,15,1,540.0
1874,Private room,1,1,180.0
1875,Private room,1,1,180.0
1876,Private room,1,1,150.0
1877,Entire home/apt,1,1,380.0
1878,Private room,2,1,180.0
1879,Private room,2,1,180.0
1880,Private room,2,1,180.0
1881,Private room,2,1,180.0
1882,Private room,1,1,392.0
1883,Private room,1,1,550.0
1884,Private room,1,1,667.0
1885,Private room,1,1,829.0
1886,Private room,1,1,180.0
1887,Private room,1,1,180.0
1888,Private room,1,1,180.0
1889,Private room,1,1,180.0
1890,Private room,1,1,180.0
1891,Private room,1,1,180.0
1892,Entire home/apt,1,1,499.0
1893,Private room,1,1,180.0
1894,Private room,1,1,180.0
1895,Private room,1,1,180.0
1896,Private room,1,1,180.0
1897,Private room,1,1,180.0
1898,Private room,1,1,130.0
1899,Private room,1,1,130.0
1900,Private room,1,1,180.0
1901,Private room,1,1,180.0
1902,Private room,1,4,171.0
1903,Private room,1,4,300.0
1904,Private room,1,4,260.0
1905,Private room,1,1,398.0
1906,Private room,1,1,250.0
1907,Private room,1,1,180.0
1908,Private room,1,1,180.0
1909,Private room,1,1,130.0
1910,Private room,1,1,180.0
1911,Shared room,1,1,180.0
1912,Private room,1,1,180.0
1913,Private room,1,1,190.0
1914,Private room,1,1,601.0
1915,Private room,1,1,700.0
1916,Private room,1,1,150.0
1917,Entire home/apt,1,1,500.0
1918,Private room,2,1,180.0
1919,Private room,1,1,180.0
1920,Private room,1,1,180.0
1921,Private room,1,1,180.0
1922,Private room,1,1,180.0
1923,Private room,1,1,180.0
1924,Private room,1,1,180.0
1925,Entire home/apt,1,1,634.0
1926,Entire home/apt,1,1,470.0
1927,Private room,1,1,800.0
1928,Entire home/apt,1,1,500.0
1929,Entire home/apt,1,2,900.0
1930,Private room,1,1,180.0
1931,Private room,1,1,399.0
1932,Private room,15,1,561.0
1933,Private room,1,1,600.0
1934,Private room,1,1,620.0
1935,Entire home/apt,1,2,650.0
1936,Entire home/apt,1,1,757.0
1937,Private room,1,1,797.0
1938,Private room,1,1,598.0
1939,Private room,1,1,173.0
1940,Private room,1,1,180.0
1941,Private room,15,1,300.0
1942,Private room,1,4,260.0
1943,Entire home/apt,1,2,950.0
1944,Private room,1,1,180.0
1945,Private room,1,1,180.0
1946,Private room,1,1,180.0
1947,Private room,1,1,180.0
1948,Entire home/apt,2,2,966.0
1949,Private room,1,1,700.0
1950,Entire home/apt,1,1,390.0
1951,Entire home/apt,1,1,600.0
1952,Entire home/apt,1,1,600.0
1953,Private room,1,1,180.0
1954,Private room,1,1,180.0
1955,Private room,1,1,180.0
1956,Entire home/apt,15,3,980.0
1957,Private room,1,1,180.0
1958,Private room,15,1,300.0
1959,Entire home/apt,1,2,300.0
1960,Entire home/apt,15,2,999.0
1961,Private room,1,1,180.0
1962,Shared room,2,1,185.0
1963,Private room,1,1,180.0
1964,Private room,1,1,180.0
1965,Shared room,2,1,185.0
1966,Entire home/apt,1,1,590.0
1967,Private room,1,1,180.0
1968,Private room,1,1,538.0
1969,Private room,1,1,638.0
1970,Private room,1,1,311.0
1971,Private room,1,1,538.0
1972,Private room,1,1,349.0
1973,Private room,1,1,538.0
1974,Private room,1,1,438.0
1975,Private room,1,1,538.0
1976,Private room,2,1,150.0
1977,Entire home/apt,1,1,479.0
1978,Private room,1,1,180.0
1979,Private room,1,1,180.0
1980,Private room,1,1,460.0
1981,Hotel room,1,1,943.0
1982,Entire home/apt,1,1,750.0
1983,Entire home/apt,1,1,707.0
1984,Private room,2,1,210.0
1985,Private room,1,1,400.0
1986,Entire home/apt,1,2,708.0
1987,Hotel room,,1,200.0
1988,Entire home/apt,1,1,603.0
1989,Private room,1,1,180.0
1990,Private room,1,1,180.0
1991,Entire home/apt,1,2,700.0
1992,Entire home/apt,1,1,600.0
1993,Private room,1,1,150.0
1994,Entire home/apt,1,1,438.0
1995,Entire home/apt,1,2,880.0
1996,Private room,1,1,400.0
1997,Shared room,1,1,180.0
1998,Private room,1,1,462.0
1999,Entire home/apt,15,1,580.0
2000,Private room,15,1,200.0
2001,Entire home/apt,15,1,900.0
2002,Hotel room,2,1,636.0
2003,Private room,1,1,130.0
2004,Private room,1,1,250.0
2005,Shared room,15,1,160.0
2006,Shared room,15,1,130.0
2007,Entire home/apt,1,2,400.0
2008,Private room,1,1,280.0
2009,Private room,1,1,260.0
2010,Private room,1,1,206.0
2011,Private room,0,1,180.0
2012,Private room,1,1,180.0
2013,Private room,1,1,180.0
2014,Private room,1,1,180.0
2015,Entire home/apt,1,1,700.0
2016,Private room,1,1,180.0
2017,Private room,1,1,180.0
2018,Private room,1,1,180.0
2019,Private room,1,1,180.0
2020,Private room,1,1,120.0
2021,Private room,1,1,166.0
2022,Private room,1,1,180.0
2023,Private room,1,1,180.0
2024,Shared room,1,1,180.0
2025,Private room,2,1,180.0
2026,Private room,1,1,180.0
2027,Private room,1,1,180.0
2028,Private room,1,1,206.0
2029,Private room,15,1,300.0
2030,Private room,2,1,180.0
2031,Shared room,1,1,180.0
2032,Private room,1,1,273.0
2033,Hotel room,4,1,125.0
2034,Private room,1,1,180.0
2035,Private room,1,1,180.0
2036,Private room,1,1,180.0
2037,Private room,1,1,180.0
2038,Private room,1,1,302.0
2039,Private room,1,1,180.0
2040,Private room,1,1,250.0
2041,Private room,1,1,300.0
2042,Entire home/apt,1,1,500.0
2043,Shared room,1,1,130.0
2044,Private room,1,1,350.0
2045,Private room,1,1,500.0
2046,Entire home/apt,1,1,428.0
2047,Private room,1,1,130.0
2048,Private room,1,1,407.0
2049,Private room,1,1,855.0
2050,Private room,1,1,457.0
2051,Private room,1,1,180.0
2052,Shared room,1,1,130.0
2053,Private room,2,1,180.0
2054,Private room,1,1,180.0
2055,Private room,1,1,130.0
2056,Private room,1,1,130.0
2057,Private room,1,1,130.0
2058,Private room,1,1,671.0
2059,Private room,1,1,130.0
2060,Private room,1,1,130.0
2061,Entire home/apt,1,1,700.0
2062,Entire home/apt,1,1,310.0
2063,Private room,1,1,130.0
2064,Private room,1,1,130.0
2065,Private room,1,1,130.0
2066,Private room,1,1,130.0
2067,Private room,1,1,130.0
2068,Private room,1,1,130.0
2069,Entire home/apt,1,1,249.0
2070,Private room,1,1,314.0
2071,Private room,1,1,160.0
2072,Private room,1,1,130.0
2073,Private room,2,1,130.0
2074,Private room,1,1,180.0
2075,Private room,1,1,180.0
2076,Private room,1,1,256.0
2077,Private room,1,1,180.0
2078,Private room,1,1,130.0
2079,Private room,1,1,255.0
2080,Private room,1,1,180.0
2081,Entire home/apt,1,2,990.0
2082,Private room,1,1,190.0
2083,Private room,1,1,215.0
2084,Private room,1,1,180.0
2085,Private room,1,1,180.0
2086,Private room,1,1,283.0
2087,Private room,1,1,250.0
2088,Private room,1,1,180.0
2089,Private room,1,1,130.0
2090,Private room,1,1,130.0
2091,Private room,1,1,180.0
2092,Private room,1,1,180.0
2093,Private room,1,1,180.0
2094,Private room,1,1,190.0
2095,Private room,1,1,130.0
2096,Private room,1,1,140.0
2097,Private room,1,1,130.0
2098,Private room,1,1,180.0
2099,Private room,1,1,180.0
2100,Private room,1,1,180.0
2101,Private room,1,1,130.0
2102,Private room,1,1,130.0
2103,Private room,1,1,130.0
2104,Private room,1,1,130.0
2105,Private room,1,1,180.0
2106,Private room,1,1,180.0
2107,Private room,1,1,180.0
2108,Private room,1,1,180.0
2109,Private room,1,1,257.0
2110,Private room,1,1,180.0
2111,Private room,1,1,180.0
2112,Private room,1,1,130.0
2113,Private room,1,1,130.0
2114,Private room,1,1,130.0
2115,Private room,1,1,130.0
2116,Private room,1,1,160.0
2117,Private room,1,1,180.0
2118,Private room,1,1,180.0
2119,Private room,1,1,130.0
2120,Private room,1,1,130.0
2121,Private room,1,1,130.0
2122,Private room,1,1,380.0
2123,Private room,1,1,180.0
2124,Shared room,2,1,180.0
2125,Shared room,2,1,180.0
2126,Entire home/apt,15,1,760.0
2127,Private room,1,1,130.0
2128,Private room,1,1,180.0
2129,Private room,2,1,180.0
2130,Private room,1,1,180.0
2131,Private room,1,1,180.0
2132,Private room,1,1,180.0
2133,Private room,1,1,180.0
2134,Private room,1,1,180.0
2135,Private room,1,1,130.0
2136,Private room,2,1,120.0
2137,Private room,1,1,180.0
2138,Private room,2,1,130.0
2139,Private room,1,1,130.0
2140,Private room,1,1,130.0
2141,Shared room,1,1,130.0
2142,Private room,1,1,521.0
2143,Private room,1,1,130.0
2144,Private room,1,1,180.0
2145,Private room,1,1,180.0
2146,Private room,1,1,180.0
2147,Private room,1,1,180.0
2148,Private room,1,1,266.0
2149,Private room,1,1,180.0
2150,Private room,1,1,130.0
2151,Private room,1,1,130.0
2152,Private room,1,1,223.0
2153,Entire home/apt,1,1,370.0
2154,Private room,1,1,180.0
2155,Private room,1,1,130.0
2156,Private room,1,1,130.0
2157,Private room,2,1,160.0
2158,Private room,1,1,130.0
2159,Private room,1,1,130.0
2160,Private room,1,1,130.0
2161,Private room,1,1,180.0
2162,Private room,1,1,180.0
2163,Private room,1,1,286.0
2164,Private room,1,1,180.0
2165,Private room,1,1,180.0
2166,Private room,1,1,180.0
2167,Private room,1,1,217.0
2168,Private room,1,1,180.0
2169,Private room,1,1,130.0
2170,Private room,1,1,130.0
2171,Private room,15,1,270.0
2172,Private room,1,1,180.0
2173,Private room,1,1,180.0
2174,Shared room,2,1,180.0
2175,Shared room,2,1,220.0
2176,Private room,1,1,180.0
2177,Private room,1,1,180.0
2178,Private room,1,1,180.0
2179,Private room,1,1,180.0
2180,Private room,1,1,180.0
2181,Private room,1,1,180.0
2182,Private room,1,1,180.0
2183,Private room,2,1,160.0
2184,Shared room,15,1,130.0
2185,Private room,1,1,130.0
2186,Private room,1,1,130.0
2187,Shared room,2,1,130.0
2188,Private room,1,1,180.0
2189,Private room,1,1,620.0
2190,Private room,1,1,180.0
2191,Private room,1,1,180.0
2192,Private room,1,1,615.0
2193,Entire home/apt,1,1,130.0
2194,Shared room,2,1,180.0
2195,Private room,2,1,180.0
2196,Private room,1,1,180.0
2197,Private room,1,1,130.0
2198,Private room,1,1,130.0
2199,Entire home/apt,2,1,217.0
2200,Shared room,2,1,180.0
2201,Shared room,2,1,180.0
2202,Shared room,2,1,150.0
2203,Shared room,2,1,150.0
2204,Shared room,2,1,180.0
2205,Private room,1,1,350.0
2206,Private room,1,1,350.0
2207,Shared room,1,1,300.0
2208,Shared room,6,1,118.0
2209,Shared room,1,1,200.0
2210,Private room,1,1,180.0
2211,Private room,1,1,180.0
2212,Private room,1,1,180.0
2213,Entire home/apt,15,1,750.0
2214,Private room,1,1,693.0
2215,Private room,1,1,130.0
2216,Private room,1,1,130.0
2217,Shared room,1,1,180.0
2218,Shared room,1,1,180.0
2219,Private room,1,1,493.0
2220,Private room,1,1,384.0
2221,Private room,1,1,412.0
2222,Private room,1,1,300.0
2223,Private room,1,1,130.0
2224,Entire home/apt,1,1,130.0
2225,Private room,1,1,180.0
2226,Private room,10,10,550.0
2227,Private room,2,1,150.0
2228,Private room,1,1,180.0
2229,Private room,1,1,180.0
2230,Entire home/apt,15,1,620.0
2231,Private room,1,1,130.0
2232,Private room,1,1,130.0
2233,Private room,1,1,130.0
2234,Private room,1,1,130.0
2235,Private room,1,1,130.0
2236,Entire home/apt,1,2,850.0
2237,Private room,1,1,130.0
2238,Entire home/apt,1,1,180.0
2239,Private room,1,1,180.0
2240,Private room,1,1,130.0
2241,Shared room,2,1,180.0
2242,Private room,1,2,900.0
2243,Private room,1,1,180.0
2244,Private room,1,1,850.0
2245,Private room,3,1,217.0
2246,Private room,2,1,130.0
2247,Private room,2,1,180.0
2248,Entire home/apt,1,1,130.0
2249,Private room,2,1,180.0
2250,Private room,1,1,180.0
2251,Entire home/apt,1,1,217.0
2252,Private room,1,6,620.0
2253,Entire home/apt,1,1,614.0
2254,Private room,1,1,694.0
2255,Private room,1,1,200.0
2256,Private room,1,1,135.0
2257,Private room,1,1,135.0
2258,Private room,1,1,135.0
2259,Private room,1,1,135.0
2260,Private room,1,1,135.0
2261,Private room,1,1,135.0
2262,Private room,1,1,219.0
2263,Private room,1,1,160.0
2264,Private room,1,1,486.0
2265,Private room,1,1,135.0
2266,Private room,1,1,219.0
2267,Private room,1,1,590.0
2268,Private room,1,1,180.0
2269,Private room,1,1,190.0
2270,Private room,1,1,180.0
2271,Private room,1,1,217.0
2272,Private room,1,1,217.0
2273,Private room,1,1,180.0
2274,Private room,1,1,180.0
2275,Private room,1,1,650.0
2276,Private room,1,1,850.0
2277,Shared room,3,1,312.0
2278,Entire home/apt,1,1,645.0
2279,Private room,1,1,217.0
2280,Entire home/apt,2,2,700.0
2281,Private room,1,1,180.0
2282,Private room,1,1,180.0
2283,Private room,1,1,130.0
2284,Private room,1,1,180.0
2285,Private room,1,1,135.0
2286,Entire home/apt,15,1,530.0
2287,Private room,1,1,297.0
2288,Shared room,3,1,312.0
2289,Shared room,3,1,312.0
2290,Shared room,3,1,312.0
2291,Shared room,3,1,312.0
2292,Shared room,3,1,312.0
2293,Shared room,3,1,312.0
2294,Shared room,3,1,312.0
2295,Shared room,3,1,312.0
2296,Shared room,3,1,312.0
2297,Entire home/apt,1,1,900.0
2298,Private room,1,1,210.0
2299,Private room,1,1,357.0
2300,Shared room,4,1,315.0
2301,Private room,1,1,750.0
2302,Shared room,3,1,305.0
2303,Shared room,3,1,292.0
2304,Private room,1,1,320.0
2305,Entire home/apt,1,1,450.0
2306,Entire home/apt,1,1,320.0
2307,Entire home/apt,1,1,295.0
2308,Entire home/apt,1,1,900.0
2309,Shared room,3,1,259.0
2310,Private room,1,1,800.0
2311,Private room,1,1,300.0
2312,Private room,1,1,320.0
2313,Private room,1,1,490.0
2314,Private room,1,1,490.0
2315,Private room,1,1,617.0
2316,Private room,1,1,617.0
2317,Shared room,4,1,168.0
2318,Private room,1,1,180.0
2319,Private room,1,1,120.0
2320,Private room,1,1,150.0
2321,Private room,1,1,120.0
2322,Private room,1,1,150.0
2323,Private room,1,1,150.0
2324,Private room,1,1,150.0
2325,Private room,1,1,211.0
2326,Private room,1,1,180.0
2327,Private room,1,1,250.0
2328,Private room,1,1,250.0
2329,Private room,1,1,300.0
2330,Private room,1,1,350.0
2331,Private room,1,1,400.0
2332,Shared room,4,1,168.0
2333,Private room,1,1,320.0
2334,Shared room,4,1,168.0
2335,Shared room,4,1,168.0
2336,Shared room,4,1,168.0
2337,Shared room,4,1,168.0
2338,Shared room,4,1,168.0
2339,Shared room,4,1,168.0
2340,Shared room,4,1,168.0
2341,Shared room,4,1,168.0
2342,Shared room,4,1,168.0
2343,Shared room,4,1,168.0
2344,Private room,1,1,364.0
2345,Private room,1,1,516.0
2346,Private room,1,1,800.0
2347,Entire home/apt,1,1,400.0
2348,Entire home/apt,1,1,415.0
2349,Entire home/apt,1,1,370.0
2350,Entire home/apt,1,1,415.0
2351,Entire home/apt,1,1,370.0
2352,Entire home/apt,1,1,370.0
2353,Entire home/apt,1,1,400.0
2354,Entire home/apt,1,1,310.0
2355,Private room,1,1,180.0
2356,Entire home/apt,1,1,350.0
2357,Private room,1,1,580.0
2358,Private room,1,1,455.0
2359,Shared room,0,1,220.0
2360,Shared room,0,1,230.0
2361,Private room,1,1,400.0
2362,Entire home/apt,1,1,707.0
2363,Entire home/apt,1,1,800.0
2364,Entire home/apt,1,2,500.0
2365,Entire home/apt,1,1,600.0
2366,Private room,1,1,880.0
2367,Entire home/apt,1,1,773.0
2368,Entire home/apt,1,1,893.0
2369,Entire home/apt,1,1,684.0
2370,Private room,1,1,638.0
2371,Private room,1,1,130.0
2372,Private room,15,2,800.0
2373,Entire home/apt,1,1,700.0
2374,Private room,1,1,450.0
2375,Entire home/apt,1,2,900.0
2376,Private room,1,1,295.0
2377,Private room,1,1,395.0
2378,Private room,1,1,450.0
2379,Private room,1,1,595.0
2380,Private room,1,1,800.0
2381,Private room,1,1,700.0
2382,Entire home/apt,4,4,395.0
2383,Private room,1,1,768.0
2384,Private room,1,1,880.0
2385,Private room,1,1,880.0
2386,Private room,1,1,340.0
2387,Private room,1,1,510.0
2388,Private room,1,1,500.0
2389,Entire home/apt,1,1,801.0
2390,Entire home/apt,1,2,680.0
2391,Private room,1,1,900.0
2392,Private room,2,1,424.0
2393,Entire home/apt,15,1,944.0
2394,Entire home/apt,1,1,987.0
2395,Entire home/apt,1,1,867.0
2396,Entire home/apt,1,1,880.0
2397,Private room,1,1,388.0
2398,Private room,1,1,180.0
2399,Entire home/apt,1,1,490.0
2400,Entire home/apt,1,3,700.0
2401,Entire home/apt,1,2,400.0
2402,Private room,1,1,220.0
2403,Entire home/apt,1,1,590.0
2404,Private room,1,1,390.0
2405,Private room,1,1,590.0
2406,Entire home/apt,1,1,427.0
2407,Entire home/apt,1,1,430.0
2408,Private room,1,1,255.0
2409,Private room,1,1,350.0
2410,Private room,15,4,140.0
2411,Private room,1,1,250.0
2412,Private room,1,1,350.0
2413,Private room,1,1,350.0
2414,Entire home/apt,2,3,780.0
2415,Private room,1,1,524.0
2416,Private room,1,1,582.0
2417,Entire home/apt,1,1,558.0
2418,Entire home/apt,1,1,620.0
2419,Entire home/apt,1,1,726.0
2420,Private room,1,1,744.0
2421,Private room,1,1,141.0
2422,Private room,1,1,393.0
2423,Private room,8,8,700.0
2424,Entire home/apt,1,1,330.0
2425,Entire home/apt,1,1,330.0
2426,Shared room,,1,237.0
2427,Private room,1,1,499.0
2428,Entire home/apt,1,1,600.0
2429,Private room,1,1,543.0
2430,Private room,1,1,168.0
2431,Private room,15,1,350.0
2432,Private room,15,1,220.0
2433,Private room,1,1,338.0
2434,Shared room,2,1,500.0
2435,Entire home/apt,1,2,945.0
2436,Entire home/apt,15,1,569.0
2437,Entire home/apt,1,1,459.0
2438,Entire home/apt,1,1,459.0
2439,Entire home/apt,1,1,450.0
2440,Private room,1,1,299.0
2441,Private room,1,1,232.0
2442,Entire home/apt,2,2,670.0
2443,Private room,1,1,168.0
2444,Shared room,1,1,250.0
2445,Private room,1,1,400.0
2446,Entire home/apt,1,2,700.0
2447,Private room,1,1,479.0
2448,Private room,0,1,357.0
2449,Private room,1,1,525.0
2450,Entire home/apt,1,1,874.0
2451,Private room,1,1,799.0
2452,Private room,1,1,507.0
2453,Entire home/apt,2,3,900.0
2454,Entire home/apt,1,1,475.0
2455,Private room,1,1,368.0
2456,Entire home/apt,15,1,362.0
2457,Shared room,3,1,120.0
2458,Private room,1,1,228.0
2459,Entire home/apt,1,1,489.0
2460,Entire home/apt,1,1,459.0
2461,Entire home/apt,1,1,489.0
2462,Entire home/apt,1,2,640.0
2463,Entire home/apt,1,2,650.0
2464,Entire home/apt,1,1,750.0
2465,Entire home/apt,1,1,449.0
2466,Entire home/apt,1,1,400.0
2467,Entire home/apt,15,1,570.0
2468,Entire home/apt,1,1,608.0
2469,Private room,1,1,486.0
2470,Private room,1,1,220.0
2471,Private room,1,1,260.0
2472,Private room,1,1,190.0
2473,Private room,1,1,200.0
2474,Private room,1,1,220.0
2475,Private room,1,1,220.0
2476,Private room,1,1,260.0
2477,Private room,1,1,460.0
2478,Entire home/apt,1,1,670.0
2479,Entire home/apt,1,1,700.0
2480,Private room,1,1,299.0
2481,Private room,1,1,150.0
2482,Private room,15,1,300.0
2483,Entire home/apt,1,1,489.0
2484,Private room,1,1,299.0
2485,Private room,1,1,299.0
2486,Entire home/apt,1,1,575.0
2487,Entire home/apt,1,1,550.0
2488,Private room,10,10,400.0
2489,Entire home/apt,2,3,900.0
2490,Private room,1,1,288.0
2491,Private room,1,1,298.0
2492,Private room,1,1,488.0
2493,Shared room,1,1,130.0
2494,Private room,1,1,384.0
2495,Entire home/apt,15,1,988.0
2496,Private room,1,1,268.0
2497,Entire home/apt,1,1,209.0
2498,Private room,1,1,288.0
2499,Entire home/apt,1,1,270.0
2500,Entire home/apt,1,1,214.0
2501,Entire home/apt,1,1,160.0
2502,Entire home/apt,1,1,241.0
2503,Entire home/apt,1,1,241.0
2504,Entire home/apt,1,1,204.0
2505,Entire home/apt,1,1,325.0
2506,Entire home/apt,1,1,973.0
2507,Entire home/apt,1,1,763.0
2508,Entire home/apt,1,1,230.0
2509,Shared room,15,1,250.0
2510,Private room,1,1,504.0
2511,Private room,1,1,680.0
2512,Private room,1,1,474.0
2513,Private room,1,1,650.0
2514,Entire home/apt,1,1,802.0
2515,Entire home/apt,1,2,549.0
2516,Private room,1,1,500.0
2517,Private room,1,1,500.0
2518,Entire home/apt,1,1,790.0
2519,Entire home/apt,1,1,254.0
2520,Entire home/apt,1,1,774.0
2521,Entire home/apt,1,1,200.0
2522,Entire home/apt,1,1,293.0
2523,Entire home/apt,1,1,396.0
2524,Private room,,1,254.0
2525,Entire home/apt,1,1,585.0
2526,Private room,2,1,357.0
2527,Entire home/apt,2,2,650.0
2528,Shared room,4,1,284.0
2529,Private room,1,1,626.0
2530,Entire home/apt,1,1,550.0
2531,Private room,,1,607.0
2532,Entire home/apt,1,1,900.0
2533,Entire home/apt,1,1,972.0
2534,Private room,1,1,395.0
2535,Private room,1,1,300.0
2536,Private room,1,2,700.0
2537,Private room,1,1,582.0
2538,Private room,1,1,480.0
2539,Private room,0,1,386.0
2540,Entire home/apt,1,1,880.0
2541,Private room,1,2,270.0
2542,Entire home/apt,1,2,790.0
2543,Entire home/apt,1,1,921.0
2544,Entire home/apt,1,1,905.0
2545,Entire home/apt,15,1,638.0
2546,Entire home/apt,1,2,629.0
2547,Entire home/apt,15,1,650.0
2548,Private room,,1,712.0
2549,Private room,1,1,460.0
2550,Entire home/apt,2,2,780.0
2551,Private room,1,1,664.0
2552,Private room,1,1,797.0
2553,Entire home/apt,1,2,833.0
2554,Entire home/apt,1,1,920.0
2555,Private room,1,1,670.0
2556,Private room,1,1,726.0
2557,Private room,1,1,837.0
2558,Private room,1,1,558.0
2559,Private room,1,1,782.0
2560,Private room,1,1,726.0
2561,Private room,1,1,536.0
2562,Private room,1,1,726.0
2563,Private room,1,1,726.0
2564,Entire home/apt,1,1,250.0
2565,Entire home/apt,1,1,500.0
2566,Entire home/apt,1,1,800.0
2567,Entire home/apt,1,2,400.0
2568,Entire home/apt,1,1,850.0
2569,Entire home/apt,1,1,950.0
2570,Entire home/apt,1,1,600.0
2571,Entire home/apt,1,1,900.0
2572,Entire home/apt,1,2,500.0
2573,Entire home/apt,1,1,350.0
2574,Shared room,15,1,318.0
2575,Entire home/apt,1,1,280.0
2576,Entire home/apt,1,1,250.0
2577,Entire home/apt,1,1,906.0
2578,Entire home/apt,1,1,816.0
2579,Private room,1,1,288.0
2580,Entire home/apt,1,1,950.0
2581,Private room,1,1,450.0
2582,Private room,1,1,569.0
2583,Entire home/apt,15,2,470.0
2584,Private room,1,1,407.0
2585,Entire home/apt,15,2,929.0
2586,Entire home/apt,2,2,999.0
2588,Private room,1,1,400.0
2589,Private room,1,1,268.0
2590,Private room,1,1,368.0
2591,Private room,1,1,228.0
2592,Private room,1,1,138.0
2593,Private room,2,1,420.0
2594,Entire home/apt,15,1,394.0
2596,Private room,1,1,326.0
2597,Entire home/apt,1,1,550.0
2598,Private room,1,1,238.0
2599,Entire home/apt,15,1,564.0
2600,Entire home/apt,1,2,811.0
2601,Private room,1,1,166.0
2602,Private room,1,1,167.0
2603,Private room,1,1,166.0
2604,Private room,1,1,166.0
2605,Entire home/apt,1,1,300.0
2606,Private room,1,1,268.0
2607,Private room,1,1,368.0
2608,Private room,1,1,268.0
2609,Entire home/apt,1,1,900.0
2610,Private room,1,1,149.0
2611,Private room,1,1,258.0
2612,Private room,1,1,298.0
2613,Private room,1,1,268.0
2614,Private room,1,1,300.0
2615,Entire home/apt,1,2,814.0
2616,Entire home/apt,1,2,920.0
2617,Entire home/apt,1,1,821.0
2618,Private room,15,1,230.0
2619,Private room,1,1,260.0
2620,Entire home/apt,1,1,550.0
2621,Private room,1,1,304.0
2622,Entire home/apt,1,1,600.0
2623,Private room,15,1,168.0
2624,Private room,1,1,506.0
2625,Private room,1,1,158.0
2626,Private room,1,1,188.0
2627,Private room,1,1,368.0
2628,Private room,1,1,365.0
2629,Private room,1,1,200.0
2630,Private room,1,1,200.0
2632,Entire home/apt,1,2,800.0
2633,Private room,1,1,154.0
2634,Private room,1,1,338.0
2635,Private room,1,1,248.0
2636,Private room,15,2,800.0
2637,Entire home/apt,1,1,320.0
2638,Entire home/apt,1,1,328.0
2639,Private room,1,1,299.0
2640,Entire home/apt,1,1,246.0
2641,Private room,1,1,240.0
2642,Entire home/apt,1,1,900.0
2643,Entire home/apt,1,1,420.0
2644,Private room,55,8,771.0
2645,Private room,1,1,331.0
2646,Entire home/apt,1,1,675.0
2647,Entire home/apt,1,1,300.0
2648,Entire home/apt,1,1,451.0
2649,Entire home/apt,15,1,950.0
2650,Private room,1,1,329.0
2651,Entire home/apt,1,1,836.0
2652,Entire home/apt,1,1,750.0
2653,Entire home/apt,1,2,800.0
2654,Entire home/apt,1,1,610.0
2655,Entire home/apt,1,3,955.0
2656,Entire home/apt,1,1,900.0
2657,Private room,1,1,404.0
2658,Private room,1,1,230.0
2659,Private room,1,1,499.0
2660,Entire home/apt,2,3,900.0
2661,Private room,1,1,397.0
2662,Private room,1,1,329.0
2663,Entire home/apt,2,1,967.0
2664,Entire home/apt,1,1,464.0
2665,Entire home/apt,1,1,700.0
2666,Private room,1,1,280.0
2667,Entire home/apt,1,1,724.0
2668,Entire home/apt,15,1,300.0
2669,Entire home/apt,1,1,783.0
2670,Private room,1,1,250.0
2671,Entire home/apt,2,2,900.0
2672,Entire home/apt,1,1,914.0
2673,Entire home/apt,1,1,600.0
2674,Entire home/apt,1,2,590.0
2675,Entire home/apt,2,2,895.0
2676,Private room,15,1,500.0
2677,Private room,1,1,950.0
2678,Entire home/apt,1,1,900.0
2679,Entire home/apt,1,1,476.0
2680,Private room,1,1,238.0
2681,Entire home/apt,1,1,700.0
2682,Entire home/apt,1,1,980.0
2683,Private room,1,1,274.0
2684,Entire home/apt,1,1,900.0
2685,Entire home/apt,1,1,900.0
2686,Private room,1,1,288.0
2687,Entire home/apt,15,2,680.0
2688,Private room,1,1,320.0
2689,Entire home/apt,1,1,800.0
2690,Private room,15,1,350.0
2691,Private room,1,1,300.0
2692,Private room,1,1,260.0
2693,Private room,1,1,280.0
2694,Private room,1,1,230.0
2695,Private room,1,1,380.0
2697,Private room,1,1,198.0
2698,Private room,1,1,400.0
2699,Entire home/apt,1,1,240.0
2700,Private room,1,1,364.0
2701,Private room,1,1,500.0
2702,Entire home/apt,1,1,480.0
2703,Entire home/apt,1,2,948.0
2704,Private room,1,1,250.0
2705,Entire home/apt,15,2,222.0
2706,Entire home/apt,1,1,270.0
2707,Entire home/apt,15,2,900.0
2708,Private room,1,1,172.0
2709,Private room,1,1,140.0
2710,Entire home/apt,1,3,920.0
2711,Entire home/apt,1,1,530.0
2712,Entire home/apt,1,1,700.0
2713,Private room,1,1,360.0
2714,Private room,1,1,300.0
