,Rt,Bt,bedrooms,price,average_price_for_Room_types,average_price_for_Bathrooms,average_price_for_Bedroom
343,Private room,1.0,1,280.0,319.90830291970804,385.3544721407625,358.61450252951096
344,Private room,1.0,1,400.0,319.90830291970804,385.3544721407625,358.61450252951096
345,Private room,1.0,1,277.0,319.90830291970804,385.3544721407625,358.61450252951096
346,Private room,1.0,1,130.0,319.90830291970804,385.3544721407625,358.61450252951096
347,Private room,1.0,1,130.0,319.90830291970804,385.3544721407625,358.61450252951096
348,Private room,1.0,1,130.0,319.90830291970804,385.3544721407625,358.61450252951096
349,Private room,1.0,1,130.0,319.90830291970804,385.3544721407625,358.61450252951096
350,Private room,1.0,1,217.0,319.90830291970804,385.3544721407625,358.61450252951096
351,Private room,1.0,1,295.0,319.90830291970804,385.3544721407625,358.61450252951096
352,Private room,1.0,1,295.0,319.90830291970804,385.3544721407625,358.61450252951096
353,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
354,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
355,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
356,Shared room,3.0,1,185.0,232.1953125,303.5,358.61450252951096
357,Private room,15.0,1,392.0,319.90830291970804,515.0064935064935,358.61450252951096
358,Shared room,3.0,1,185.0,232.1953125,303.5,358.61450252951096
359,Entire home/apt,1.0,1,800.0,646.4595375722544,385.3544721407625,358.61450252951096
360,Private room,1.0,1,130.0,319.90830291970804,385.3544721407625,358.61450252951096
361,Private room,1.0,1,130.0,319.90830291970804,385.3544721407625,358.61450252951096
362,Entire home/apt,1.0,1,685.0,646.4595375722544,385.3544721407625,358.61450252951096
363,Private room,1.0,1,360.0,319.90830291970804,385.3544721407625,358.61450252951096
364,Private room,2.0,1,130.0,319.90830291970804,325.19457013574663,358.61450252951096
365,Private room,2.0,1,180.0,319.90830291970804,325.19457013574663,358.61450252951096
366,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
367,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
368,Entire home/apt,1.0,1,360.0,646.4595375722544,385.3544721407625,358.61450252951096
369,Private room,1.0,1,330.0,319.90830291970804,385.3544721407625,358.61450252951096
370,Private room,1.0,1,320.0,319.90830291970804,385.3544721407625,358.61450252951096
371,Private room,1.0,1,482.0,319.90830291970804,385.3544721407625,358.61450252951096
372,Private room,1.0,1,130.0,319.90830291970804,385.3544721407625,358.61450252951096
373,Private room,15.0,1,497.0,319.90830291970804,515.0064935064935,358.61450252951096
374,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
375,Private room,1.0,1,217.0,319.90830291970804,385.3544721407625,358.61450252951096
376,Private room,1.0,1,217.0,319.90830291970804,385.3544721407625,358.61450252951096
377,Private room,1.0,1,482.0,319.90830291970804,385.3544721407625,358.61450252951096
378,Entire home/apt,1.0,1,690.0,646.4595375722544,385.3544721407625,358.61450252951096
379,Private room,1.0,1,130.0,319.90830291970804,385.3544721407625,358.61450252951096
380,Private room,1.0,1,360.0,319.90830291970804,385.3544721407625,358.61450252951096
381,Private room,1.0,1,277.0,319.90830291970804,385.3544721407625,358.61450252951096
382,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
383,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
384,Private room,1.0,1,384.0,319.90830291970804,385.3544721407625,358.61450252951096
385,Private room,1.0,1,400.0,319.90830291970804,385.3544721407625,358.61450252951096
386,Private room,15.0,1,130.0,319.90830291970804,515.0064935064935,358.61450252951096
387,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
388,Private room,1.0,1,555.0,319.90830291970804,385.3544721407625,358.61450252951096
389,Private room,1.0,1,950.0,319.90830291970804,385.3544721407625,358.61450252951096
390,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
391,Entire home/apt,15.0,2,750.0,646.4595375722544,515.0064935064935,720.6256983240223
392,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
393,Shared room,2.0,1,130.0,232.1953125,325.19457013574663,358.61450252951096
394,Private room,1.0,1,140.0,319.90830291970804,385.3544721407625,358.61450252951096
395,Shared room,1.0,1,130.0,232.1953125,385.3544721407625,358.61450252951096
396,Entire home/apt,1.0,1,300.0,646.4595375722544,385.3544721407625,358.61450252951096
397,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
398,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
399,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
400,Private room,,1,264.0,319.90830291970804,,358.61450252951096
401,Entire home/apt,1.0,1,180.0,646.4595375722544,385.3544721407625,358.61450252951096
402,Private room,1.0,1,160.0,319.90830291970804,385.3544721407625,358.61450252951096
403,Private room,1.0,1,130.0,319.90830291970804,385.3544721407625,358.61450252951096
404,Entire home/apt,1.0,2,730.0,646.4595375722544,385.3544721407625,720.6256983240223
405,Private room,1.0,1,226.0,319.90830291970804,385.3544721407625,358.61450252951096
406,Private room,15.0,1,541.0,319.90830291970804,515.0064935064935,358.61450252951096
407,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
408,Private room,1.0,1,200.0,319.90830291970804,385.3544721407625,358.61450252951096
409,Private room,2.0,1,130.0,319.90830291970804,325.19457013574663,358.61450252951096
410,Private room,1.0,1,130.0,319.90830291970804,385.3544721407625,358.61450252951096
411,Private room,15.0,1,456.0,319.90830291970804,515.0064935064935,358.61450252951096
412,Private room,2.0,1,180.0,319.90830291970804,325.19457013574663,358.61450252951096
413,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
414,Private room,1.0,1,380.0,319.90830291970804,385.3544721407625,358.61450252951096
415,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
416,Private room,1.0,1,130.0,319.90830291970804,385.3544721407625,358.61450252951096
417,Private room,1.0,1,130.0,319.90830291970804,385.3544721407625,358.61450252951096
418,Private room,1.0,1,130.0,319.90830291970804,385.3544721407625,358.61450252951096
419,Private room,1.0,1,246.0,319.90830291970804,385.3544721407625,358.61450252951096
420,Private room,2.0,1,180.0,319.90830291970804,325.19457013574663,358.61450252951096
421,Private room,1.0,1,130.0,319.90830291970804,385.3544721407625,358.61450252951096
422,Private room,1.0,1,238.0,319.90830291970804,385.3544721407625,358.61450252951096
423,Entire home/apt,25.0,3,650.0,646.4595375722544,392.5,795.9761904761905
424,Entire home/apt,1.0,1,800.0,646.4595375722544,385.3544721407625,358.61450252951096
425,Private room,1.0,1,497.0,319.90830291970804,385.3544721407625,358.61450252951096
426,Private room,1.0,1,130.0,319.90830291970804,385.3544721407625,358.61450252951096
427,Private room,1.0,1,328.0,319.90830291970804,385.3544721407625,358.61450252951096
428,Private room,15.0,1,402.0,319.90830291970804,515.0064935064935,358.61450252951096
429,Private room,1.0,1,364.0,319.90830291970804,385.3544721407625,358.61450252951096
430,Private room,1.0,1,600.0,319.90830291970804,385.3544721407625,358.61450252951096
431,Private room,1.0,1,460.0,319.90830291970804,385.3544721407625,358.61450252951096
432,Private room,1.0,1,220.0,319.90830291970804,385.3544721407625,358.61450252951096
433,Entire home/apt,1.0,1,928.0,646.4595375722544,385.3544721407625,358.61450252951096
434,Entire home/apt,1.0,2,750.0,646.4595375722544,385.3544721407625,720.6256983240223
435,Entire home/apt,1.0,1,540.0,646.4595375722544,385.3544721407625,358.61450252951096
436,Private room,15.0,1,411.0,319.90830291970804,515.0064935064935,358.61450252951096
437,Entire home/apt,1.0,2,750.0,646.4595375722544,385.3544721407625,720.6256983240223
438,Entire home/apt,1.0,2,880.0,646.4595375722544,385.3544721407625,720.6256983240223
439,Entire home/apt,1.0,2,850.0,646.4595375722544,385.3544721407625,720.6256983240223
440,Entire home/apt,1.0,1,529.0,646.4595375722544,385.3544721407625,358.61450252951096
441,Private room,15.0,1,366.0,319.90830291970804,515.0064935064935,358.61450252951096
442,Private room,1.0,1,130.0,319.90830291970804,385.3544721407625,358.61450252951096
443,Entire home/apt,1.0,2,800.0,646.4595375722544,385.3544721407625,720.6256983240223
444,Entire home/apt,1.0,1,700.0,646.4595375722544,385.3544721407625,358.61450252951096
445,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
446,Private room,1.0,1,459.0,319.90830291970804,385.3544721407625,358.61450252951096
447,Hotel room,1.0,1,292.0,418.93333333333334,385.3544721407625,358.61450252951096
448,Private room,1.0,1,238.0,319.90830291970804,385.3544721407625,358.61450252951096
449,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
450,Private room,1.0,1,277.0,319.90830291970804,385.3544721407625,358.61450252951096
451,Private room,1.0,1,277.0,319.90830291970804,385.3544721407625,358.61450252951096
452,Private room,1.0,1,544.0,319.90830291970804,385.3544721407625,358.61450252951096
453,Private room,1.0,1,292.0,319.90830291970804,385.3544721407625,358.61450252951096
454,Private room,1.0,1,292.0,319.90830291970804,385.3544721407625,358.61450252951096
455,Private room,1.0,1,308.0,319.90830291970804,385.3544721407625,358.61450252951096
456,Private room,1.0,1,308.0,319.90830291970804,385.3544721407625,358.61450252951096
457,Private room,1.0,1,308.0,319.90830291970804,385.3544721407625,358.61450252951096
458,Private room,1.0,1,383.0,319.90830291970804,385.3544721407625,358.61450252951096
459,Private room,1.0,1,383.0,319.90830291970804,385.3544721407625,358.61450252951096
460,Private room,1.0,1,415.0,319.90830291970804,385.3544721407625,358.61450252951096
461,Private room,1.0,1,280.0,319.90830291970804,385.3544721407625,358.61450252951096
462,Private room,1.0,1,292.0,319.90830291970804,385.3544721407625,358.61450252951096
463,Private room,1.0,1,404.0,319.90830291970804,385.3544721407625,358.61450252951096
464,Shared room,3.0,1,185.0,232.1953125,303.5,358.61450252951096
465,Shared room,2.0,1,185.0,232.1953125,325.19457013574663,358.61450252951096
466,Shared room,2.0,1,185.0,232.1953125,325.19457013574663,358.61450252951096
467,Shared room,2.0,1,185.0,232.1953125,325.19457013574663,358.61450252951096
468,Shared room,2.0,1,185.0,232.1953125,325.19457013574663,358.61450252951096
469,Private room,1.0,1,364.0,319.90830291970804,385.3544721407625,358.61450252951096
470,Private room,1.0,1,387.0,319.90830291970804,385.3544721407625,358.61450252951096
471,Entire home/apt,1.0,1,900.0,646.4595375722544,385.3544721407625,358.61450252951096
472,Private room,1.0,1,464.0,319.90830291970804,385.3544721407625,358.61450252951096
473,Private room,2.0,1,180.0,319.90830291970804,325.19457013574663,358.61450252951096
474,Private room,1.0,1,217.0,319.90830291970804,385.3544721407625,358.61450252951096
475,Private room,1.0,1,514.0,319.90830291970804,385.3544721407625,358.61450252951096
476,Entire home/apt,1.0,2,734.0,646.4595375722544,385.3544721407625,720.6256983240223
477,Private room,15.0,1,380.0,319.90830291970804,515.0064935064935,358.61450252951096
478,Entire home/apt,1.0,1,390.0,646.4595375722544,385.3544721407625,358.61450252951096
479,Private room,1.0,1,650.0,319.90830291970804,385.3544721407625,358.61450252951096
480,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
481,Private room,1.0,1,499.0,319.90830291970804,385.3544721407625,358.61450252951096
482,Private room,1.0,1,429.0,319.90830291970804,385.3544721407625,358.61450252951096
483,Private room,1.0,1,599.0,319.90830291970804,385.3544721407625,358.61450252951096
484,Private room,1.0,1,799.0,319.90830291970804,385.3544721407625,358.61450252951096
485,Private room,1.0,1,699.0,319.90830291970804,385.3544721407625,358.61450252951096
486,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
487,Private room,2.0,1,217.0,319.90830291970804,325.19457013574663,358.61450252951096
488,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
489,Private room,1.0,1,589.0,319.90830291970804,385.3544721407625,358.61450252951096
490,Private room,1.0,1,364.0,319.90830291970804,385.3544721407625,358.61450252951096
491,Private room,1.0,1,360.0,319.90830291970804,385.3544721407625,358.61450252951096
492,Entire home/apt,1.0,1,480.0,646.4595375722544,385.3544721407625,358.61450252951096
493,Entire home/apt,1.0,2,709.0,646.4595375722544,385.3544721407625,720.6256983240223
494,Entire home/apt,1.0,1,900.0,646.4595375722544,385.3544721407625,358.61450252951096
495,Entire home/apt,15.0,1,399.0,646.4595375722544,515.0064935064935,358.61450252951096
496,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
497,Private room,15.0,1,523.0,319.90830291970804,515.0064935064935,358.61450252951096
498,Private room,2.0,1,180.0,319.90830291970804,325.19457013574663,358.61450252951096
499,Private room,1.0,1,892.0,319.90830291970804,385.3544721407625,358.61450252951096
500,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
501,Private room,2.0,1,180.0,319.90830291970804,325.19457013574663,358.61450252951096
502,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
503,Entire home/apt,1.0,1,800.0,646.4595375722544,385.3544721407625,358.61450252951096
504,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
505,Private room,1.0,1,619.0,319.90830291970804,385.3544721407625,358.61450252951096
506,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
507,Private room,2.0,1,180.0,319.90830291970804,325.19457013574663,358.61450252951096
508,Private room,1.0,1,150.0,319.90830291970804,385.3544721407625,358.61450252951096
509,Entire home/apt,1.0,1,659.0,646.4595375722544,385.3544721407625,358.61450252951096
510,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
511,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
512,Private room,2.0,1,158.0,319.90830291970804,325.19457013574663,358.61450252951096
513,Private room,1.0,1,485.0,319.90830291970804,385.3544721407625,358.61450252951096
514,Private room,1.0,1,320.0,319.90830291970804,385.3544721407625,358.61450252951096
515,Private room,1.0,1,800.0,319.90830291970804,385.3544721407625,358.61450252951096
516,Private room,15.0,1,235.0,319.90830291970804,515.0064935064935,358.61450252951096
517,Private room,1.0,1,150.0,319.90830291970804,385.3544721407625,358.61450252951096
518,Private room,1.0,1,180.0,319.90830291970804,385.3544721407625,358.61450252951096
519,Private room,1.0,1,150.0,319.90830291970804,385.3544721407625,358.61450252951096
520,Private room,1.0,1,130.0,319.90830291970804,385.3544721407625,358.61450252951096
521,Entire home/apt,1.0,2,660.0,646.4595375722544,385.3544721407625,720.6256983240223
522,Private room,1.0,1,160.0,319.90830291970804,385.3544721407625,358.61450252951096
523,Entire home/apt,15.0,1,767.0,646.4595375722544,515.0064935064935,358.61450252951096
524,Private room,1.0,1,130.0,319.90830291970804,385.3544721407625,358.61450252951096
525,Entire home/apt,1.0,1,688.0,646.4595375722544,385.3544721407625,358.61450252951096
526,Private room,0.0,1,130.0,319.90830291970804,234.73333333333332,358.61450252951096
527,Private room,1.0,1,286.0,319.90830291970804,385.3544721407625,358.61450252951096
528,Private room,3.0,1,158.0,319.90830291970804,303.5,358.61450252951096
529,Entire home/apt,1.0,1,890.0,646.4595375722544,385.3544721407625,358.61450252951096
530,Private room,1.0,1,260.0,319.90830291970804,385.3544721407625,358.61450252951096
531,Entire home/apt,1.0,1,609.0,646.4595375722544,385.3544721407625,358.61450252951096
532,Private room,1.0,1,130.0,319.90830291970804,385.3544721407625,358.61450252951096
