amenities,price,minnights
"[""Self check-in"", ""Long term stays allowed"", ""Shampoo"", ""Rice maker"", ""Hair dryer"", ""Electric stove  electric stove"", ""Lockbox"", ""Bed linens"", ""Mini oven oven"", ""Refrigerator"", ""Dishes and silverware"", ""Kitchen"", ""Iron"", ""Private patio or balcony"", ""Cooking basics"", ""Shower gel"", ""Hot water"", ""Window AC unit"", ""Freezer"", ""Essentials"", ""Washer"", ""Laundromat nearby"", ""Dedicated workspace"", ""Wifi"", ""Mosquito net"", ""TV with Netflix"", ""Hangers"", ""Dining table"", ""Drying rack for clothing"", ""Clothing storage: closet""]",$737.00,2
"[""Indoor fireplace"", ""Kitchen"", ""Refrigerator"", ""Hot water"", ""Hangers"", ""Smoke alarm"", ""Long term stays allowed"", ""Essentials"", ""Elevator"", ""Washer"", ""Shampoo"", ""TV"", ""Dishes and silverware"", ""Hair dryer"", ""Air conditioning"", ""Microwave"", ""Iron"", ""Stove"", ""Smoking allowed"", ""Wifi""]","$1,800.00",2
"[""Carbon monoxide alarm"", ""Long term stays allowed"", ""Hair dryer"", ""Refrigerator"", ""Coffee maker"", ""Dishes and silverware"", ""Dryer"", ""Kitchen"", ""Host greets you"", ""Microwave"", ""Window guards"", ""Iron"", ""Cooking basics"", ""Heating"", ""Crib"", ""Hot water"", ""Essentials"", ""Washer"", ""Air conditioning"", ""Wifi"", ""TV with standard cable"", ""Pets allowed"", ""Smoke alarm"", ""Oven"", ""Stove""]","$1,608.00",2
"[""Self check-in"", ""First aid kit"", ""Long term stays allowed"", ""Elevator"", ""Shampoo"", ""Hair dryer"", ""Room-darkening shades"", ""Bed linens"", ""Refrigerator"", ""Dishes and silverware"", ""Kitchen"", ""Smart lock"", ""Microwave"", ""Iron"", ""Smoking allowed"", ""Cooking basics"", ""Hot water"", ""Essentials"", ""Washer"", ""Air conditioning"", ""Wifi"", ""TV with standard cable"", ""Pets allowed"", ""Hangers"", ""Extra pillows and blankets"", ""Stove""]","$2,000.00",2
"[""Private entrance"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Smoke alarm"", ""Long term stays allowed"", ""Elevator"", ""Washer"", ""TV"", ""Dryer"", ""Hair dryer"", ""Air conditioning"", ""Iron"", ""Wifi""]",$243.00,2
"[""Private entrance"", ""Refrigerator"", ""Hot water"", ""Fire extinguisher"", ""Hangers"", ""Lock on bedroom door"", ""Smoke alarm"", ""Wifi"", ""Long term stays allowed"", ""Essentials"", ""Shampoo"", ""Private living room"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Air conditioning"", ""Microwave"", ""Iron"", ""Bed linens"", ""Shower gel""]",$395.00,2
"[""Hot water"", ""Fire extinguisher"", ""Self check-in"", ""Smoke alarm"", ""Long term stays allowed"", ""Essentials"", ""Elevator"", ""Washer"", ""Shampoo"", ""TV"", ""Keypad"", ""Luggage dropoff allowed"", ""Dryer"", ""Hair dryer"", ""Air conditioning"", ""Wifi""]",$450.00,2
"[""Self check-in"", ""Wifi"", ""Long term stays allowed"", ""Essentials"", ""Washer"", ""Shampoo"", ""TV"", ""Dryer"", ""Kitchen"", ""Air conditioning"", ""Lockbox"", ""Iron"", ""Heating""]",$830.00,2
"[""Private entrance"", ""Hangers"", ""Long term stays allowed"", ""Essentials"", ""Shampoo"", ""TV"", ""Hair dryer"", ""Air conditioning"", ""Iron"", ""Wifi""]",$550.00,2
"[""Clothing storage"", ""Long term stays allowed"", ""Shampoo"", ""Body soap"", ""Rice maker"", ""Hair dryer"", ""Room-darkening shades"", ""Bed linens"", ""Free street parking"", ""Refrigerator"", ""Toaster"", ""Pack \u2019n play/Travel crib"", ""Dishes and silverware"", ""Kitchen"", ""Microwave"", ""Sound system"", ""Cooking basics"", ""Shower gel"", ""Hot water kettle"", ""Hot water"", ""Single level home"", ""Freezer"", ""Essentials"", ""TV"", ""Air conditioning"", ""Wifi"", ""Coffee maker: Nespresso, pour-over coffee"", ""Wine glasses"", ""Cleaning products"", ""Pets allowed"", ""Private entrance"", ""Dining table"", ""Conditioner"", ""Portable heater"", ""Extra pillows and blankets"", ""Beach access"", ""Stove""]",$650.00,2
"[""First aid kit"", ""Long term stays allowed"", ""Elevator"", ""Hair dryer"", ""Private living room"", ""Bed linens"", ""Refrigerator"", ""Lock on bedroom door"", ""Coffee maker"", ""Dryer"", ""Kitchen"", ""Iron"", ""Cooking basics"", ""Hot water"", ""Essentials"", ""Washer"", ""TV"", ""Air conditioning"", ""Wifi"", ""Ethernet connection"", ""Hangers"", ""Oven"", ""Extra pillows and blankets"", ""Stove""]",$600.00,2
"[""Long term stays allowed"", ""Shampoo"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Free parking on premises"", ""Room-darkening shades"", ""Bed linens"", ""Refrigerator"", ""Dishes and silverware"", ""Kitchen"", ""Microwave"", ""Heating - split type ductless system"", ""Private patio or balcony"", ""Cooking basics"", ""Shower gel"", ""Private backyard \u2013 Fully fenced"", ""Hot water kettle"", ""Hot water"", ""Essentials"", ""Laundromat nearby"", ""Air conditioning"", ""Dedicated workspace"", ""Wifi"", ""Clothing storage: wardrobe"", ""Cleaning products"", ""Private entrance"", ""Ethernet connection"", ""Hangers"", ""Conditioner"", ""Dining table"", ""Outdoor dining area"", ""Drying rack for clothing"", ""Fire extinguisher"", ""Free washer""]",$677.00,2
"[""Children\u2019s books and toys"", ""Clothing storage"", ""Long term stays allowed"", ""Shampoo"", ""Body soap"", ""Rice maker"", ""Hair dryer"", ""Room-darkening shades"", ""Bed linens"", ""Refrigerator"", ""Toaster"", ""Dishes and silverware"", ""Dryer"", ""Kitchen"", ""Sound system"", ""Iron"", ""Cooking basics"", ""Shower gel"", ""Smoking allowed"", ""Hot water kettle"", ""Outdoor furniture"", ""Hot water"", ""Freezer"", ""Essentials"", ""Washer"", ""TV"", ""Air conditioning"", ""Wifi"", ""Wine glasses"", ""Cleaning products"", ""Patio or balcony"", ""Hangers"", ""Conditioner"", ""Smoke alarm"", ""Oven"", ""Record player"", ""Dining table"", ""Drying rack for clothing"", ""Game console"", ""Extra pillows and blankets"", ""Baking sheet"", ""Stove""]","$2,000.00",2
"[""Kitchen"", ""First aid kit"", ""Dedicated workspace"", ""Long term stays allowed"", ""Washer"", ""Hair dryer"", ""Air conditioning"", ""HDTV"", ""Iron"", ""Wifi""]","$1,204.00",2
"[""Breakfast"", ""Self check-in"", ""First aid kit"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Elevator"", ""Shampoo"", ""Body soap"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Private living room"", ""Refrigerator"", ""Lock on bedroom door"", ""Dishes and silverware"", ""Kitchen"", ""Smart lock"", ""Microwave"", ""Iron"", ""Shower gel"", ""Hot water kettle"", ""Hot water"", ""Essentials"", ""Washer"", ""TV"", ""Air conditioning"", ""Wifi"", ""Cleaning products"", ""Private entrance"", ""Hangers"", ""Conditioner"", ""Smoke alarm"", ""Dining table"", ""Clothing storage: closet"", ""Fire extinguisher""]",$490.00,2
"[""Hot water"", ""Fire extinguisher"", ""Hangers"", ""Self check-in"", ""Smoke alarm"", ""Long term stays allowed"", ""Essentials"", ""Elevator"", ""Keypad"", ""Shampoo"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Air conditioning"", ""Iron"", ""Bed linens"", ""Wifi""]",$336.00,2
"[""Sea view"", ""Kitchen"", ""Bay view"", ""Smoke alarm"", ""Long term stays allowed"", ""Washer"", ""TV"", ""Ocean view"", ""Fire extinguisher"", ""Air conditioning"", ""Exercise equipment"", ""Wifi""]",$500.00,2
"[""AC - split type ductless system"", ""Shampoo"", ""Body soap"", ""Hair dryer"", ""Sea view"", ""Toaster"", ""Dishes and silverware"", ""Kitchen"", ""Coffee maker: Nespresso"", ""Cooking basics"", ""Shower gel"", ""Electric stove"", ""Hot water kettle"", ""Hot water"", ""Window AC unit"", ""Panasonic  refrigerator"", ""Essentials"", ""Dedicated workspace"", ""Clothing storage: dresser"", ""Wifi"", ""Hangers"", ""Conditioner"", ""Dining table""]",$790.00,2
"[""Paid parking on premises"", ""Garden view"", ""First aid kit"", ""Long term stays allowed"", ""Outdoor dining area"", ""Pool"", ""Washer"", ""TV"", ""BBQ grill"", ""Kitchen"", ""Air conditioning"", ""Dedicated workspace"", ""Exercise equipment"", ""Wifi""]","$2,480.00",2
"[""Long term stays allowed"", ""Washer"", ""Kitchen"", ""Air conditioning"", ""Wifi""]",$236.00,2
"[""Private entrance"", ""Refrigerator"", ""Hot water"", ""Fire extinguisher"", ""Hangers"", ""Lock on bedroom door"", ""Smoke alarm"", ""Wifi"", ""Long term stays allowed"", ""Essentials"", ""Shampoo"", ""Private living room"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Air conditioning"", ""Microwave"", ""Iron"", ""Bed linens"", ""Shower gel""]",$450.00,2
"[""Self check-in"", ""First aid kit"", ""Elevator"", ""Shampoo"", ""Hair dryer"", ""Gym"", ""Dishes and silverware"", ""Dryer"", ""Kitchen"", ""Smart lock"", ""Iron"", ""Cooking basics"", ""Hot water"", ""Essentials"", ""Washer"", ""TV"", ""Pool"", ""Air conditioning"", ""Hot tub"", ""Wifi"", ""Beach view"", ""Hangers""]","$2,029.00",2
"[""First aid kit"", ""Long term stays allowed"", ""Hair dryer"", ""Sea view"", ""Dishes and silverware"", ""Kitchen"", ""Board games"", ""Iron"", ""Cooking basics"", ""Outdoor furniture"", ""65\"" TV"", ""Essentials"", ""Air conditioning"", ""Dedicated workspace"", ""Wifi"", ""Mosquito net"", ""Cleaning products"", ""Private entrance"", ""Ethernet connection"", ""Beach view"", ""Hangers"", ""Outdoor dining area"", ""Exercise equipment: elliptical"", ""Beach access"", ""Ocean view"", ""Clothing storage: wardrobe, closet, and dresser"", ""BBQ grill""]","$2,642.00",2
"[""Private entrance"", ""Hot water"", ""Fire extinguisher"", ""Hangers"", ""Lock on bedroom door"", ""Smoke alarm"", ""First aid kit"", ""Self check-in"", ""Essentials"", ""Smart lock"", ""Elevator"", ""Long term stays allowed"", ""Shampoo"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Air conditioning"", ""Iron"", ""Bed linens"", ""Wifi""]",$360.00,2
"[""Long term stays allowed"", ""Shampoo"", ""HDTV with Netflix, Disney+"", ""Luggage dropoff allowed"", ""Rice maker"", ""Hair dryer"", ""Bed linens"", ""Harmon Kardon Bluetooth sound system"", ""Park view"", ""Dishes and silverware"", ""Kitchen"", ""Coffee"", ""Microwave"", ""Host greets you"", ""Iron"", ""Smoking allowed"", ""Cooking basics"", ""Coffee maker: Nespresso"", ""Free washer \u2013 In unit"", ""Mini fridge"", ""Hot water kettle"", ""Hot water"", ""Essentials"", ""Laundromat nearby"", ""Air conditioning"", ""Dedicated workspace"", ""Wifi"", ""Pets allowed"", ""Patio or balcony"", ""Ethernet connection"", ""Hangers"", ""Drying rack for clothing"", ""Extra pillows and blankets"", ""Stove""]",$754.00,2
"[""Breakfast"", ""Self check-in"", ""First aid kit"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Elevator"", ""Shampoo"", ""Body soap"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Bed linens"", ""Refrigerator"", ""Lock on bedroom door"", ""Dishes and silverware"", ""Kitchen"", ""Smart lock"", ""Microwave"", ""Iron"", ""Shower gel"", ""Hot water kettle"", ""Hot water"", ""Essentials"", ""Washer"", ""TV"", ""Air conditioning"", ""Dedicated workspace"", ""Wifi"", ""Cleaning products"", ""Private entrance"", ""Hangers"", ""Conditioner"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Clothing storage: closet"", ""Fire extinguisher""]",$430.00,2
"[""Kitchen"", ""Private entrance"", ""Hot water"", ""Hangers"", ""Essentials"", ""Elevator"", ""Washer"", ""Shampoo"", ""Hair dryer"", ""Air conditioning""]","$3,800.00",2
"[""Hot water"", ""Fire extinguisher"", ""Hangers"", ""Lock on bedroom door"", ""Smoke alarm"", ""Long term stays allowed"", ""Essentials"", ""Elevator"", ""Shampoo"", ""Hair dryer"", ""Air conditioning"", ""Iron"", ""Bed linens"", ""Wifi""]",$316.00,2
"[""Private entrance"", ""Hot water"", ""Fire extinguisher"", ""Hangers"", ""Lock on bedroom door"", ""Smoke alarm"", ""First aid kit"", ""Long term stays allowed"", ""Essentials"", ""Elevator"", ""Shampoo"", ""Extra pillows and blankets"", ""Hair dryer"", ""Air conditioning"", ""Iron"", ""Bed linens"", ""Wifi""]",$313.00,2
"[""Self check-in"", ""First aid kit"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Elevator"", ""Shampoo"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Room-darkening shades"", ""Bed linens"", ""Refrigerator"", ""Coffee maker"", ""Dishes and silverware"", ""Dryer"", ""Kitchen"", ""Microwave"", ""Iron"", ""Private patio or balcony"", ""Cooking basics"", ""Shower gel"", ""Dishwasher"", ""Hot water"", ""Essentials"", ""Washer"", ""Air conditioning"", ""Wifi"", ""TV with standard cable"", ""Hangers"", ""Smoke alarm"", ""Oven"", ""Keypad"", ""BBQ grill"", ""Stove""]","$10,000.00",2
"[""Refrigerator"", ""Hot water"", ""Fire extinguisher"", ""Hangers"", ""Smoke alarm"", ""Long term stays allowed"", ""Essentials"", ""Elevator"", ""Shampoo"", ""Hair dryer"", ""Air conditioning"", ""Iron"", ""Bed linens"", ""Wifi""]",$370.00,2
"[""Breakfast"", ""Self check-in"", ""First aid kit"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Elevator"", ""Shampoo"", ""Body soap"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Private living room"", ""Bed linens"", ""Free street parking"", ""Refrigerator"", ""Lock on bedroom door"", ""Coffee maker"", ""Dishes and silverware"", ""Kitchen"", ""Smart lock"", ""Microwave"", ""Iron"", ""Cooking basics"", ""Shower gel"", ""Hot water kettle"", ""Hot water"", ""Paid parking off premises"", ""Single level home"", ""Essentials"", ""Washer"", ""TV"", ""Air conditioning"", ""Dedicated workspace"", ""Wifi"", ""Cleaning products"", ""Private entrance"", ""Ethernet connection"", ""Hangers"", ""Conditioner"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Clothing storage: closet"", ""Fire extinguisher""]",$490.00,2
"[""Security cameras on property"", ""Long term stays allowed""]",$425.00,2
"[""Paid parking on premises"", ""Self check-in"", ""First aid kit"", ""Long term stays allowed"", ""Children\u2019s dinnerware"", ""AC - split type ductless system"", ""Elevator"", ""Shampoo"", ""Shared patio or balcony"", ""Luggage dropoff allowed"", ""Beach access \u2013 Beachfront"", ""Hair dryer"", ""Gym"", ""Bed linens"", ""Refrigerator"", ""55\"" HDTV with Netflix, standard cable"", ""Dishes and silverware"", ""Kitchen"", ""Smart lock"", ""Exercise equipment"", ""Shared pool"", ""Iron"", ""Heating"", ""Shower gel"", ""Hot water"", ""Paid parking off premises"", ""Essentials"", ""Washer"", ""Dedicated workspace"", ""Wifi"", ""Private entrance"", ""Bathtub"", ""Hangers"", ""Smoke alarm"", ""Fire extinguisher"", ""Private hot tub""]",$325.00,2
"[""Children\u2019s books and toys"", ""Ceiling fan"", ""Clothing storage"", ""Long term stays allowed"", ""Children\u2019s dinnerware"", ""Hair dryer"", ""Changing table"", ""Bed linens"", ""High chair"", ""Refrigerator"", ""Toaster"", ""Bay view"", ""Mountain view"", ""Baby bath"", ""Blender"", ""Dishes and silverware"", ""Dryer"", ""Kitchen"", ""Coffee"", ""Iron"", ""Private patio or balcony"", ""Crib"", ""Cooking basics"", ""Free washer \u2013 In unit"", ""Dishwasher"", ""Hot water kettle"", ""Outdoor furniture"", ""Hot water"", ""Coffee maker: espresso machine"", ""Barbecue utensils"", ""Freezer"", ""Essentials"", ""Air conditioning"", ""Dedicated workspace"", ""Portable fans"", ""Wifi"", ""Wine glasses"", ""Cleaning products"", ""Bathtub"", ""Hangers"", ""Dining table"", ""Oven"", ""Outdoor dining area"", ""Drying rack for clothing"", ""Beach access"", ""BBQ grill""]","$1,888.00",2
"[""Self check-in"", ""Clothing storage: walk-in closet and closet"", ""First aid kit"", ""Long term stays allowed"", ""AC - split type ductless system"", ""Shampoo"", ""Body soap"", ""Hair dryer"", ""Room-darkening shades"", ""Lockbox"", ""Bed linens"", ""Sea view"", ""Bay view"", ""Dishes and silverware"", ""Kitchen"", ""Board games"", ""Public or shared beach access"", ""Fast wifi \u2013 217 Mbps"", ""Iron"", ""Heating - split type ductless system"", ""Cooking basics"", ""Shower gel"", ""Free washer \u2013 In unit"", ""Dishwasher"", ""Private patio or balcony"", ""Private hot tub - available all year"", ""Hot water kettle"", ""Books and reading material"", ""Hot water"", ""Waterfront"", ""Outdoor furniture"", ""Barbecue utensils"", ""Freezer"", ""Sun loungers"", ""Essentials"", ""Laundromat nearby"", ""Hammock"", ""HDTV with Netflix"", ""Whirpool stainless steel oven"", ""Harbor view"", ""Dedicated workspace"", ""Portable fans"", ""Wine glasses"", ""City skyline view"", ""Cleaning products"", ""Private entrance"", ""Beach view"", ""Conditioner"", ""Hangers"", ""Devialet Bluetooth sound system"", ""Smoke alarm"", ""Dining table"", ""Drying rack for clothing"", ""Outdoor dining area"", ""Extra pillows and blankets"", ""Ocean view"", ""LG refrigerator"", ""Baking sheet"", ""BBQ grill"", ""Coffee maker: french press""]","$2,400.00",2
"[""Children\u2019s books and toys"", ""Ceiling fan"", ""First aid kit"", ""Long term stays allowed"", ""Shampoo"", ""Body soap"", ""Rice maker"", ""Hair dryer"", ""Blender"", ""Coffee maker"", ""Dishes and silverware"", ""Kitchen"", ""Coffee"", ""Cooking basics"", ""Shower gel"", ""Dishwasher"", ""Outdoor furniture"", ""Hot water"", ""Freezer"", ""Washer"", ""Air conditioning"", ""Wifi"", ""Portable fans"", ""Wine glasses"", ""Cleaning products"", ""Pets allowed"", ""Patio or balcony"", ""Piano"", ""Dining table"", ""Oven"", ""Outdoor dining area"", ""Baking sheet"", ""Fire extinguisher"", ""BBQ grill"", ""Stove""]","$2,500.00",2
"[""Private entrance"", ""Refrigerator"", ""Hot water"", ""Fire extinguisher"", ""Hangers"", ""Lock on bedroom door"", ""Smoke alarm"", ""Wifi"", ""Long term stays allowed"", ""Essentials"", ""Shampoo"", ""Private living room"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Air conditioning"", ""Microwave"", ""Iron"", ""Bed linens"", ""Shower gel""]",$638.00,2
"[""Garden view"", ""First aid kit"", ""Long term stays allowed"", ""AC - split type ductless system"", ""Elevator"", ""Shampoo"", ""Body soap"", ""Hair dryer"", ""Bed linens"", ""Refrigerator"", ""Blender"", ""Dishes and silverware"", ""Kitchen"", ""Coffee"", ""Public or shared beach access"", ""Iron"", ""Cooking basics"", ""Free dryer"", ""Free washer \u2013 In unit"", ""Shower gel"", ""Electric stove"", ""Coffee maker: Nespresso"", ""Hot water kettle"", ""Hot water"", ""Babysitter recommendations"", ""Essentials"", ""Dedicated workspace"", ""Wifi"", ""Wine glasses"", ""Cleaning products"", ""Bathtub"", ""Hangers"", ""Dining table"", ""Oven"", ""Courtyard view"", ""Clothing storage: closet"", ""Private hot tub""]","$1,247.00",2
"[""Hot water"", ""Fire extinguisher"", ""Hangers"", ""Lock on bedroom door"", ""Smoke alarm"", ""Long term stays allowed"", ""Essentials"", ""Elevator"", ""Shampoo"", ""Hair dryer"", ""Air conditioning"", ""Iron"", ""Bed linens"", ""Wifi""]",$240.00,2
"[""First aid kit"", ""Carbon monoxide alarm"", ""Elevator"", ""Shampoo"", ""Hair dryer"", ""Gym"", ""Refrigerator"", ""Dishes and silverware"", ""Dryer"", ""Kitchen"", ""Host greets you"", ""Microwave"", ""Iron"", ""Heating"", ""Waterfront"", ""Hot water"", ""Essentials"", ""Washer"", ""TV"", ""Pool"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Smoke alarm""]",$459.00,2
"[""Refrigerator"", ""Hot water"", ""Lock on bedroom door"", ""Hangers"", ""Wifi"", ""First aid kit"", ""Long term stays allowed"", ""Essentials"", ""Elevator"", ""Shampoo"", ""Extra pillows and blankets"", ""TV"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Air conditioning"", ""Iron"", ""Bed linens"", ""Host greets you"", ""Heating""]",$400.00,2
"[""Private entrance"", ""Refrigerator"", ""Hot water"", ""Fire extinguisher"", ""Hangers"", ""Lock on bedroom door"", ""Smoke alarm"", ""Wifi"", ""Long term stays allowed"", ""Essentials"", ""Shampoo"", ""Private living room"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Air conditioning"", ""Microwave"", ""Iron"", ""Bed linens"", ""Shower gel""]",$295.00,2
"[""Hot water"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Self check-in"", ""Smoke alarm"", ""First aid kit"", ""Long term stays allowed"", ""Essentials"", ""Elevator"", ""Keypad"", ""Shampoo"", ""Private living room"", ""Hair dryer"", ""Air conditioning"", ""Iron"", ""Wifi""]",$206.00,2
"[""Private entrance"", ""Hot water"", ""Fire extinguisher"", ""Hangers"", ""Lock on bedroom door"", ""Smoke alarm"", ""First aid kit"", ""Self check-in"", ""Essentials"", ""Smart lock"", ""Elevator"", ""Long term stays allowed"", ""Shampoo"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Air conditioning"", ""Iron"", ""Bed linens"", ""Wifi""]",$424.00,2
"[""Private entrance"", ""Hot water"", ""Fire extinguisher"", ""Hangers"", ""Lock on bedroom door"", ""Smoke alarm"", ""First aid kit"", ""Long term stays allowed"", ""Essentials"", ""Elevator"", ""Shampoo"", ""Extra pillows and blankets"", ""Hair dryer"", ""Air conditioning"", ""Iron"", ""Bed linens"", ""Wifi""]",$328.00,2
"[""Hot water"", ""Fire extinguisher"", ""Hangers"", ""Self check-in"", ""Smoke alarm"", ""First aid kit"", ""Carbon monoxide alarm"", ""Essentials"", ""Long term stays allowed"", ""Elevator"", ""Keypad"", ""Shampoo"", ""TV"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Air conditioning"", ""Wifi""]",$580.00,2
"[""Pets allowed"", ""Hangers"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Essentials"", ""Long term stays allowed"", ""Elevator"", ""Washer"", ""Shampoo"", ""TV"", ""Dryer"", ""Air conditioning"", ""Iron"", ""Wifi""]",$880.00,2
"[""Long term stays allowed"", ""Shampoo"", ""Hair dryer"", ""Room-darkening shades"", ""Bed linens"", ""Refrigerator"", ""Dishes and silverware"", ""Dryer"", ""Kitchen"", ""Public or shared beach access"", ""Cooking basics"", ""Outdoor furniture"", ""Hot water"", ""Essentials"", ""Washer"", ""TV"", ""Air conditioning"", ""Dedicated workspace"", ""Clothing storage: dresser"", ""Wifi"", ""Mosquito net"", ""Cleaning products"", ""Hangers"", ""Drying rack for clothing"", ""Extra pillows and blankets""]","$1,400.00",2
"[""Hot water"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Self check-in"", ""Smoke alarm"", ""First aid kit"", ""Long term stays allowed"", ""Essentials"", ""Elevator"", ""Keypad"", ""Shampoo"", ""Private living room"", ""Hair dryer"", ""Air conditioning"", ""Iron"", ""Wifi""]",$206.00,2
"[""Self check-in"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""AC - split type ductless system"", ""Elevator"", ""Shampoo"", ""Luggage dropoff allowed"", ""Beach access \u2013 Beachfront"", ""Hair dryer"", ""Bed linens"", ""Refrigerator"", ""Dryer"", ""Microwave"", ""Iron"", ""Shower gel"", ""Paid washer \u2013 In building"", ""Hot water"", ""Paid parking off premises"", ""Security cameras on property"", ""Freezer"", ""Essentials"", ""Laundromat nearby"", ""Dedicated workspace"", ""Wifi"", ""Hangers"", ""Smoke alarm"", ""Keypad"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""21\"" HDTV with standard cable""]",$580.00,2
"[""Breakfast"", ""Kitchen"", ""Hangers"", ""Long term stays allowed"", ""Essentials"", ""Elevator"", ""Washer"", ""Shampoo"", ""Hair dryer"", ""Air conditioning"", ""Dedicated workspace"", ""Wifi"", ""Host greets you"", ""TV with standard cable""]",$880.00,2
"[""Refrigerator"", ""Hot water"", ""Lock on bedroom door"", ""Hangers"", ""Window AC unit"", ""Wifi"", ""Long term stays allowed"", ""Essentials"", ""Elevator"", ""Shampoo"", ""Dishes and silverware"", ""Hair dryer"", ""Host greets you"", ""Microwave"", ""Iron"", ""Shower gel""]",$380.00,2
"[""Exercise equipment: free weights, yoga mat"", ""Ceiling fan"", ""First aid kit"", ""Long term stays allowed"", ""Clothing storage: wardrobe and walk-in closet"", ""Hair dryer"", ""Bed linens"", ""Refrigerator"", ""Toaster"", ""Blender"", ""Dishes and silverware"", ""Kitchen"", ""Coffee"", ""Board games"", ""Microwave"", ""Public or shared beach access"", ""Iron"", ""Private patio or balcony"", ""Cooking basics"", ""Shower gel"", ""Coffee maker: Nespresso"", ""Host greets you"", ""Private backyard \u2013 Fully fenced"", ""Hot water kettle"", ""Two Speakers JBL and BOOM Bluetooth sound system"", ""Hot water"", ""Fire pit"", ""Outdoor furniture"", ""Barbecue utensils"", ""Freezer"", ""Bikes"", ""Essentials"", ""Washer"", ""TV"", ""Hammock"", ""Cleaning available during stay"", ""Air conditioning"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Portable fans"", ""Wifi"", ""Wine glasses"", ""Cleaning products"", ""Pets allowed"", ""Private entrance"", ""Piano"", ""Bathtub"", ""Hangers"", ""Game console: Nintendo Switch and PS4"", ""Portable heater"", ""Oven"", ""Dining table"", ""Outdoor dining area"", ""Drying rack for clothing"", ""Extra pillows and blankets"", ""BBQ grill"", ""Stove""]","$1,250.00",2
"[""Free washer \u2013 In unit"", ""Refrigerator"", ""Long term stays allowed"", ""Essentials"", ""TV"", ""Clothing storage: closet"", ""Kitchen"", ""Air conditioning"", ""Wifi""]",$350.00,2
"[""Free driveway parking on premises"", ""Outdoor shower"", ""Backyard"", ""Garden view"", ""Long term stays allowed"", ""Body soap"", ""Luggage dropoff allowed"", ""Rice maker"", ""Room-darkening shades"", ""BBQ grill: gas"", ""Bed linens"", ""Free street parking"", ""Refrigerator"", ""Toaster"", ""Bay view"", ""Blender"", ""Dishes and silverware"", ""Dryer"", ""Kitchen"", ""Coffee"", ""Microwave"", ""Private beach access \u2013 Beachfront"", ""Sound system"", ""Iron"", ""Cooking basics"", ""Heating"", ""Beach essentials"", ""Hot water kettle"", ""Books and reading material"", ""Hot water"", ""Waterfront"", ""Outdoor furniture"", ""Barbecue utensils"", ""Freezer"", ""Kayak"", ""Essentials"", ""Washer"", ""TV"", ""Laundromat nearby"", ""Air conditioning"", ""Wifi"", ""Wine glasses"", ""Cleaning products"", ""Pets allowed"", ""Patio or balcony"", ""Beach view"", ""Hangers"", ""Outdoor dining area"", ""Drying rack for clothing"", ""Extra pillows and blankets"", ""Clothing storage: closet"", ""Stove""]","$1,843.00",2
"[""Private entrance"", ""Hot water"", ""Fire extinguisher"", ""Hangers"", ""Lock on bedroom door"", ""Smoke alarm"", ""First aid kit"", ""Self check-in"", ""Essentials"", ""Smart lock"", ""Elevator"", ""Long term stays allowed"", ""Shampoo"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Air conditioning"", ""Iron"", ""Bed linens"", ""Wifi""]",$370.00,2
"[""Private entrance"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Hangers"", ""Smoke alarm"", ""First aid kit"", ""Long term stays allowed"", ""Essentials"", ""Elevator"", ""Shampoo"", ""Extra pillows and blankets"", ""Hair dryer"", ""Air conditioning"", ""Iron"", ""Bed linens"", ""Wifi""]",$279.00,2
