amenities,price,minnights
"[""Private entrance"", ""Hot water"", ""Ethernet connection"", ""Hangers"", ""Lock on bedroom door"", ""Long term stays allowed"", ""Elevator"", ""Washer"", ""Cleaning available during stay"", ""Dryer"", ""Air conditioning"", ""Wifi""]",$250.00,28
"[""Hot water"", ""Self check-in"", ""Hangers"", ""Smart lock"", ""Long term stays allowed"", ""Essentials"", ""Elevator"", ""Shampoo"", ""TV"", ""Hair dryer"", ""Air conditioning"", ""Wifi"", ""Heating""]","$1,050.00",28
"[""Long term stays allowed"", ""Elevator"", ""Kitchen"", ""Air conditioning"", ""Dedicated workspace"", ""Wifi"", ""Host greets you"", ""TV with standard cable""]",$420.00,28
"[""Hot water"", ""Self check-in"", ""Hangers"", ""Smart lock"", ""Long term stays allowed"", ""Essentials"", ""Elevator"", ""Shampoo"", ""TV"", ""Hair dryer"", ""Air conditioning"", ""Wifi"", ""Heating""]",$600.00,28
"[""Kitchen"", ""Hot water"", ""Ethernet connection"", ""Hangers"", ""Lock on bedroom door"", ""Long term stays allowed"", ""Essentials"", ""Elevator"", ""Washer"", ""Shampoo"", ""Extra pillows and blankets"", ""Hair dryer"", ""Air conditioning"", ""Wifi"", ""Bed linens"", ""TV with standard cable"", ""Shower gel""]",$396.00,28
"[""Kitchen"", ""Hot water"", ""Ethernet connection"", ""Hangers"", ""Lock on bedroom door"", ""Long term stays allowed"", ""Essentials"", ""Elevator"", ""Washer"", ""Shampoo"", ""Hair dryer"", ""Air conditioning"", ""Wifi"", ""Bed linens"", ""TV with standard cable"", ""Shower gel""]",$291.00,28
"[""Refrigerator"", ""Hot water"", ""Fire extinguisher"", ""Hangers"", ""Wifi"", ""Long term stays allowed"", ""Elevator"", ""Extra pillows and blankets"", ""Hair dryer"", ""Air conditioning"", ""Microwave"", ""Iron"", ""Bed linens"", ""Cooking basics"", ""TV with standard cable""]",$425.00,28
"[""Self check-in"", ""Clothing storage"", ""First aid kit"", ""Long term stays allowed"", ""Safe"", ""Shampoo"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Gym"", ""Room-darkening shades"", ""Bed linens"", ""Building staff"", ""Refrigerator"", ""Pack \u2019n play/Travel crib"", ""Dishes and silverware"", ""Kitchen"", ""Microwave"", ""Iron"", ""Heating"", ""Free washer \u2013 In unit"", ""Shower gel"", ""Hot water kettle"", ""Hot water"", ""Freezer"", ""Essentials"", ""TV"", ""Air conditioning"", ""Free dryer \u2013 In unit"", ""Wifi"", ""Ethernet connection"", ""Hangers"", ""Dining table"", ""Extra pillows and blankets"", ""BBQ grill"", ""Fire extinguisher"", ""Stove""]","$1,000.00",28
"[""Kitchen"", ""Private entrance"", ""Hangers"", ""Long term stays allowed"", ""Essentials"", ""TV"", ""Hair dryer"", ""Air conditioning"", ""Iron"", ""Wifi""]",$680.00,28
"[""Kitchen"", ""Private entrance"", ""Fire extinguisher"", ""Hangers"", ""Long term stays allowed"", ""Essentials"", ""TV"", ""Hair dryer"", ""Air conditioning"", ""Iron"", ""Wifi""]",$470.00,28
"[""Kitchen"", ""Private entrance"", ""Wifi"", ""Hangers"", ""Smoke alarm"", ""Stove"", ""Long term stays allowed"", ""Elevator"", ""Fire extinguisher"", ""Air conditioning"", ""Microwave"", ""Iron"", ""Bed linens"", ""Cooking basics"", ""TV with standard cable""]",$484.00,28
"[""Self check-in"", ""First aid kit"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""AC - split type ductless system"", ""Elevator"", ""Shampoo"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Bed linens"", ""Refrigerator"", ""Free dryer \u2013 In building"", ""Dishes and silverware"", ""Kitchen"", ""Smart lock"", ""Iron"", ""Cooking basics"", ""Shower gel"", ""Mini fridge"", ""Hot water kettle"", ""Hot water"", ""Freezer"", ""Essentials"", ""TV"", ""Cleaning available during stay"", ""Dedicated workspace"", ""Wifi"", ""City skyline view"", ""Clothing storage: wardrobe"", ""Cleaning products"", ""Hangers"", ""Dining table"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Free washer \u2013 In building"", ""Stove""]",$480.00,28
"[""Children\u2019s books and toys"", ""Induction stove"", ""Self check-in"", ""First aid kit"", ""Long term stays allowed"", ""Children\u2019s dinnerware"", ""Elevator"", ""Shampoo"", ""Rice maker"", ""Hair dryer"", ""Room-darkening shades"", ""Bed linens"", ""High chair"", ""Refrigerator"", ""Toaster"", ""Baby bath"", ""Pack \u2019n play/Travel crib"", ""40\"" HDTV with Netflix, standard cable"", ""Kitchen"", ""Smart lock"", ""Microwave"", ""Outlet covers"", ""Bread maker"", ""Iron"", ""Table corner guards"", ""Crib"", ""Shower gel"", ""Free washer \u2013 In unit"", ""Heating"", ""Cooking basics"", ""Coffee maker: Nespresso"", ""Hot water kettle"", ""Hot water"", ""Window AC unit"", ""Single level home"", ""Freezer"", ""Essentials"", ""Sound system with Bluetooth and aux"", ""Portable fans"", ""Wifi"", ""Wine glasses"", ""Cleaning products"", ""Pets allowed"", ""Private entrance"", ""Ethernet connection"", ""Hangers"", ""Conditioner"", ""Dining table"", ""Drying rack for clothing"", ""Extra pillows and blankets"", ""Clothing storage: closet"", ""Fire extinguisher""]","$1,200.00",28
"[""Self check-in"", ""Long term stays allowed"", ""Elevator"", ""Shampoo"", ""Hair dryer"", ""Bed linens"", ""Refrigerator"", ""Dishes and silverware"", ""Kitchen"", ""Iron"", ""Cooking basics"", ""Heating"", ""Shower gel"", ""Hot water"", ""Paid parking off premises"", ""Essentials"", ""Washer"", ""TV"", ""Air conditioning"", ""Private entrance"", ""Hangers"", ""Keypad"", ""Stove""]",$650.00,28
"[""Self check-in"", ""First aid kit"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""AC - split type ductless system"", ""Kenwood induction stove"", ""Elevator"", ""Shampoo"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Bed linens"", ""Refrigerator"", ""Free dryer \u2013 In building"", ""Dishes and silverware"", ""Kitchen"", ""Smart lock"", ""Iron"", ""Cooking basics"", ""Shower gel"", ""Hot water kettle"", ""Hot water"", ""Freezer"", ""Essentials"", ""TV"", ""Cleaning available during stay"", ""Dedicated workspace"", ""Wifi"", ""City skyline view"", ""Clothing storage: wardrobe"", ""Cleaning products"", ""Hangers"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Free washer \u2013 In building""]",$432.00,28
"[""Indoor fireplace"", ""Self check-in"", ""First aid kit"", ""Long term stays allowed"", ""Elevator"", ""Shampoo"", ""Hair dryer"", ""Bed linens"", ""Refrigerator"", ""Dishes and silverware"", ""Dryer"", ""Kitchen"", ""Smart lock"", ""Microwave"", ""Iron"", ""Cooking basics"", ""Hot water"", ""Paid parking off premises"", ""Essentials"", ""Washer"", ""TV"", ""Air conditioning"", ""Wifi"", ""Private entrance"", ""Hangers"", ""Oven"", ""Stove""]",$341.00,28
"[""Children\u2019s books and toys"", ""Self check-in"", ""First aid kit"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Elevator"", ""Shampoo"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Lockbox"", ""Bed linens"", ""High chair"", ""Refrigerator"", ""Dishes and silverware"", ""Kitchen"", ""Microwave"", ""Iron"", ""Crib"", ""Heating"", ""Cooking basics"", ""Hot water"", ""Paid parking off premises"", ""Essentials"", ""Washer"", ""TV"", ""Air conditioning"", ""Wifi"", ""Patio or balcony"", ""Bathtub"", ""Hangers"", ""Ethernet connection"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Stove""]",$714.00,28
"[""Kitchen"", ""Refrigerator"", ""Hot water"", ""Wifi"", ""Smoke alarm"", ""Oven"", ""Stove"", ""Long term stays allowed"", ""Dishes and silverware"", ""Fire extinguisher"", ""Air conditioning"", ""Microwave"", ""Iron"", ""Bed linens"", ""Cooking basics"", ""TV with standard cable""]",$635.00,28
"[""Long term stays allowed"", ""Elevator"", ""Shampoo"", ""Private living room"", ""Gym"", ""Hair dryer"", ""Free parking on premises"", ""Lock on bedroom door"", ""Dryer"", ""Kitchen"", ""Host greets you"", ""Iron"", ""Essentials"", ""Washer"", ""TV"", ""Air conditioning"", ""Wifi"", ""Private entrance"", ""Hangers"", ""Smoke alarm"", ""Fire extinguisher""]","$1,051.00",28
"[""Long term stays allowed"", ""Elevator"", ""Shampoo"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Bed linens"", ""Refrigerator"", ""Dishes and silverware"", ""Kitchen"", ""Host greets you"", ""Microwave"", ""Iron"", ""Cooking basics"", ""Heating"", ""Shower gel"", ""Electric stove"", ""Hot water"", ""Essentials"", ""TV"", ""Air conditioning"", ""Dedicated workspace"", ""Paid crib - available upon request"", ""Wifi"", ""Wine glasses"", ""Private entrance"", ""Hangers"", ""Dining table"", ""Clothing storage: closet"", ""Fire extinguisher"", ""Free washer \u2013 In building""]",$598.00,28
"[""Children\u2019s books and toys"", ""Self check-in"", ""First aid kit"", ""Long term stays allowed"", ""Elevator"", ""Shampoo"", ""Hair dryer"", ""High chair"", ""Refrigerator"", ""Pack \u2019n play/Travel crib"", ""Dishes and silverware"", ""Kitchen"", ""Smart lock"", ""Microwave"", ""Iron"", ""Crib"", ""Heating"", ""Cooking basics"", ""Hot water"", ""Paid parking off premises"", ""Essentials"", ""Washer"", ""TV"", ""Air conditioning"", ""Harbor view"", ""Wifi"", ""Pets allowed"", ""Private entrance"", ""Hangers"", ""Fire extinguisher""]","$1,400.00",28
"[""Long term stays allowed"", ""Elevator"", ""Shampoo"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Bed linens"", ""Refrigerator"", ""Dishes and silverware"", ""Kitchen"", ""Microwave"", ""Iron"", ""Private patio or balcony"", ""Cooking basics"", ""Heating"", ""Shower gel"", ""Electric stove"", ""Outdoor furniture"", ""Hot water"", ""Single level home"", ""Essentials"", ""TV"", ""Air conditioning"", ""Dedicated workspace"", ""Paid crib - available upon request"", ""Wifi"", ""Wine glasses"", ""Hangers"", ""Dining table"", ""Clothing storage: closet"", ""Free washer \u2013 In building""]",$760.00,28
"[""Self check-in"", ""Long term stays allowed"", ""AC - split type ductless system"", ""Elevator"", ""Shampoo"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Room-darkening shades"", ""Bed linens"", ""Building staff"", ""Refrigerator"", ""Dishes and silverware"", ""Kitchen"", ""Microwave"", ""Iron"", ""Private patio or balcony"", ""Cooking basics"", ""Heating"", ""Shower gel"", ""Outdoor furniture"", ""Hot water"", ""Essentials"", ""TV"", ""Paid crib - available upon request"", ""Dedicated workspace"", ""Wifi"", ""Wine glasses"", ""Private entrance"", ""Hangers"", ""Dining table"", ""Oven"", ""Outdoor dining area"", ""Drying rack for clothing"", ""Clothing storage: dresser and closet"", ""Free washer \u2013 In building""]",$986.00,28
"[""Induction stove"", ""Coffee maker: drip coffee maker"", ""Clothing storage: closet and wardrobe"", ""Long term stays allowed"", ""Elevator"", ""Shampoo"", ""Body soap"", ""Rice maker"", ""Room-darkening shades"", ""Bed linens"", ""Refrigerator"", ""Toaster"", ""Mountain view"", ""Dishes and silverware"", ""Kitchen"", ""Microwave"", ""Cooking basics"", ""Shower gel"", ""Free washer \u2013 In unit"", ""Hot water"", ""Essentials"", ""Cleaning available during stay"", ""Air conditioning"", ""Public or shared beach access \u2013 Beachfront"", ""Wifi"", ""Cleaning products"", ""Private entrance"", ""Bathtub"", ""Hangers"", ""Conditioner"", ""Ethernet connection"", ""Portable heater"", ""Dining table""]",$638.00,28
"[""Long term stays allowed"", ""Elevator"", ""Shampoo"", ""Private living room"", ""Gym"", ""Hair dryer"", ""Free parking on premises"", ""Lock on bedroom door"", ""Dryer"", ""Kitchen"", ""Host greets you"", ""Iron"", ""Essentials"", ""Washer"", ""TV"", ""Pool"", ""Air conditioning"", ""Wifi"", ""Private entrance"", ""Hangers"", ""Smoke alarm"", ""Fire extinguisher""]","$1,148.00",28
"[""Indoor fireplace"", ""Long term stays allowed"", ""Elevator"", ""Shampoo"", ""Private living room"", ""Gym"", ""Hair dryer"", ""Free parking on premises"", ""Lock on bedroom door"", ""Dryer"", ""Kitchen"", ""Host greets you"", ""Iron"", ""Essentials"", ""Washer"", ""TV"", ""Pool"", ""Air conditioning"", ""Wifi"", ""Private entrance"", ""Hangers"", ""Smoke alarm"", ""Fire extinguisher""]","$1,000.00",28
"[""Kitchen"", ""Hot water"", ""Hangers"", ""Long term stays allowed"", ""Essentials"", ""Elevator"", ""Shampoo"", ""Hair dryer"", ""Air conditioning"", ""Wifi""]",$350.00,28
"[""Children\u2019s books and toys"", ""Induction stove"", ""Self check-in"", ""First aid kit"", ""Long term stays allowed"", ""Children\u2019s dinnerware"", ""Elevator"", ""Shampoo"", ""Hair dryer"", ""High chair"", ""Refrigerator"", ""Pack \u2019n play/Travel crib"", ""40\"" HDTV with Netflix, standard cable"", ""Coffee maker"", ""Dishes and silverware"", ""Kitchen"", ""Smart lock"", ""Microwave"", ""Iron"", ""Crib"", ""Heating"", ""Free washer \u2013 In unit"", ""Cooking basics"", ""Hot water"", ""Paid parking off premises"", ""Window AC unit"", ""Essentials"", ""Wifi"", ""Pets allowed"", ""Hangers"", ""Fire extinguisher""]","$1,200.00",28
"[""Kitchen"", ""Refrigerator"", ""Private entrance"", ""Hangers"", ""Long term stays allowed"", ""TV"", ""Fire extinguisher"", ""Air conditioning"", ""Microwave"", ""Wifi"", ""Cooking basics""]",$500.00,28
"[""Kitchen"", ""Refrigerator"", ""Hot water"", ""Wifi"", ""Heating"", ""Stove"", ""Long term stays allowed"", ""Elevator"", ""Washer"", ""Fire extinguisher"", ""Air conditioning"", ""Microwave"", ""Iron"", ""Bed linens"", ""Cooking basics"", ""TV with standard cable""]",$650.00,28
"[""Smoking allowed"", ""Kitchen"", ""Refrigerator"", ""Hot water"", ""Fire extinguisher"", ""Stove"", ""Long term stays allowed"", ""Elevator"", ""Hair dryer"", ""Air conditioning"", ""Microwave"", ""Iron"", ""Bed linens"", ""Cooking basics"", ""TV with standard cable""]",$600.00,28
"[""Long term stays allowed"", ""Shampoo"", ""Hair dryer"", ""Bed linens"", ""High chair"", ""Refrigerator"", ""Pack \u2019n play/Travel crib"", ""Dishes and silverware"", ""Kitchen"", ""Host greets you"", ""Microwave"", ""Iron"", ""Crib"", ""Heating"", ""Shower gel"", ""Cooking basics"", ""Hot water"", ""Essentials"", ""Washer"", ""TV"", ""Air conditioning"", ""Wifi"", ""Bathtub"", ""Hangers"", ""Oven"", ""Extra pillows and blankets"", ""Stove""]","$1,100.00",28
"[""Kitchen"", ""Refrigerator"", ""Hot water"", ""Self check-in"", ""Hangers"", ""Smart lock"", ""Long term stays allowed"", ""Elevator"", ""Dishes and silverware"", ""Hair dryer"", ""Air conditioning"", ""Wifi""]",$120.00,28
"[""Self check-in"", ""Long term stays allowed"", ""Elevator"", ""Shampoo"", ""Hair dryer"", ""Bed linens"", ""Refrigerator"", ""Kitchen"", ""Iron"", ""Cooking basics"", ""Heating"", ""Shower gel"", ""Hot water"", ""Paid parking off premises"", ""Essentials"", ""Washer"", ""TV"", ""Air conditioning"", ""Wifi"", ""Private entrance"", ""Hangers"", ""Keypad""]",$700.00,28
"[""Paid parking on premises"", ""Induction stove"", ""First aid kit"", ""Long term stays allowed"", ""Children\u2019s dinnerware"", ""Elevator"", ""Shampoo"", ""Body soap"", ""Shared gym"", ""Rice maker"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Room-darkening shades"", ""Bed linens"", ""Sea view"", ""Refrigerator"", ""Toaster"", ""Bay view"", ""BBQ grill: charcoal"", ""Dishes and silverware"", ""Kitchen"", ""Host greets you"", ""Microwave"", ""Iron"", ""Cooking basics"", ""Shower gel"", ""Free washer \u2013 In unit"", ""Beach essentials"", ""Hot water kettle"", ""EV charger"", ""Hot water"", ""Paid parking off premises"", ""Window AC unit"", ""Barbecue utensils"", ""Freezer"", ""Single level home"", ""Essentials"", ""Laundromat nearby"", ""Dedicated workspace"", ""Public or shared beach access \u2013 Beachfront"", ""Portable fans"", ""Wifi"", ""Wine glasses"", ""Cleaning products"", ""Ethernet connection"", ""Beach view"", ""Conditioner"", ""Hangers"", ""Dining table"", ""Drying rack for clothing"", ""55\"" HDTV with standard cable"", ""Extra pillows and blankets"", ""Clothing storage: wardrobe, closet, and dresser"", ""Shared sauna"", ""Shared outdoor pool - heated""]","$1,199.00",28
"[""Hot water"", ""Fire extinguisher"", ""Hangers"", ""Lock on bedroom door"", ""Long term stays allowed"", ""Essentials"", ""Elevator"", ""Shampoo"", ""Extra pillows and blankets"", ""TV"", ""Hair dryer"", ""Air conditioning"", ""Iron"", ""Bed linens"", ""Wifi""]",$400.00,28
"[""Hot water"", ""Lock on bedroom door"", ""Hangers"", ""Long term stays allowed"", ""Essentials"", ""Elevator"", ""Shampoo"", ""TV"", ""Hair dryer"", ""Air conditioning"", ""Wifi""]",$543.00,28
"[""Long term stays allowed"", ""Elevator"", ""Shampoo"", ""Hair dryer"", ""Gym"", ""Dryer"", ""Kitchen"", ""Host greets you"", ""Iron"", ""Heating"", ""Hot water"", ""Essentials"", ""Washer"", ""TV"", ""Pool"", ""Air conditioning"", ""Hot tub"", ""Wifi"", ""Private entrance"", ""Hangers"", ""Fire extinguisher""]",$817.00,28
"[""HDTV with standard cable, Netflix"", ""First aid kit"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""AC - split type ductless system"", ""Safe"", ""Shampoo"", ""Rice maker"", ""Hair dryer"", ""Room-darkening shades"", ""Fast wifi \u2013 55 Mbps"", ""Bed linens"", ""Baby safety gates"", ""Refrigerator"", ""Toaster"", ""Coffee maker"", ""Dishes and silverware"", ""Kitchen"", ""Host greets you"", ""Microwave"", ""Window guards"", ""Iron"", ""Private patio or balcony"", ""Cooking basics"", ""Shower gel"", ""Free washer \u2013 In unit"", ""Heating"", ""Hot water kettle"", ""EV charger"", ""Hot water"", ""Babysitter recommendations"", ""Window AC unit"", ""Security cameras on property"", ""Essentials"", ""Laundromat nearby"", ""Wine glasses"", ""City skyline view"", ""Mosquito net"", ""Cleaning products"", ""Pets allowed"", ""Private entrance"", ""Hangers"", ""Dining table"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Clothing storage: closet"", ""Fire extinguisher"", ""Paid parking lot on premises \u2013 1 space""]","$1,550.00",28
"[""Hot water"", ""Self check-in"", ""Hangers"", ""Smart lock"", ""Long term stays allowed"", ""Essentials"", ""Elevator"", ""Shampoo"", ""TV"", ""Hair dryer"", ""Air conditioning"", ""Wifi"", ""Heating""]",$500.00,28
"[""Children\u2019s books and toys"", ""Self check-in"", ""First aid kit"", ""Carbon monoxide alarm"", ""Children\u2019s dinnerware"", ""Long term stays allowed"", ""Elevator"", ""Shampoo"", ""Hair dryer"", ""Room-darkening shades"", ""High chair"", ""Baby bath"", ""Pack \u2019n play/Travel crib"", ""Dryer"", ""Kitchen"", ""Smart lock"", ""Outlet covers"", ""Window guards"", ""Iron"", ""Crib"", ""Heating"", ""Cooking basics"", ""Hot water"", ""Babysitter recommendations"", ""Paid parking off premises"", ""Essentials"", ""Washer"", ""Air conditioning"", ""Wifi"", ""TV with standard cable"", ""Pets allowed"", ""Hangers"", ""Smoke alarm"", ""Fire extinguisher""]","$1,300.00",28
